"","cue","cue_b","log","log_b","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_R5","var_R6","var_R7","var_R8","var_R9","var_N1","var_N2","var_N3","var_N4","var_N5","var_N6","var_N7","var_N8","var_N9","var_W1","var_W2","var_W3","var_W4","var_W5","var_W6","var_W7","var_W8","var_W9"
"1","Ig","Ig","none","none","8.58974235569257","8.28746038122702","11.2364552608011","-1.43067504365728","-58.1489199148563","14.1543793987795","20.425440423133","8.85842782250469","-7.43457355874574","-8.63510086888925","-12.0015035583275","-6.88569736209105","-0.46776207930366","-0.761260927635495","0.75128599390364","-0.759610718993539","-0.248566024270473","0.424761916036683","0.720446631666893","0.419783659817019","0.30385539125247","5.94802181848145","-28.0099874653538","15.1781357818002","-4.04309137457503","17.6449406413737","-4.80111555767452","0.526270673685541","-16.6128276051786","-11.41744598195"
