"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","G_log","I_log","G log","I log",9.59530460875815,-0.53556822117085,-2.50191087736337,5.38121315735914,1.89284491004575,0.234512428896562
