"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","Ig_log","I_none","Ig log","I",9.60789251134814,0.0381630796710159,2.16645048402895,0.982098913090757,-1.11861642885067,-0.0179752455504664
