"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","G_log","Ig_log","G log","Ig log",9.60266781387917,-0.946325632624503,2.41212151257837,1.66376770134595,-1.45000876373815,6.70672629367818
