"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","Ig_none","I_none","Ig","I",1.86942600593879,-0.659666835543003,200.130791756874,-486.664362532692,-137.541708675723,-1.19864678837759
