"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_none","I_log","I+Ig","I log",0,-0.438732399897729,-0.452405447629358,0.2963863894456,0.612808239521485,-0.209470963005433
