"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","G_none","I+Ig_log","G","I+Ig log",8.88810966934031e-05,0.0426640324318276,61.2267024858722,190.935034224206,-457.787839188233,217.334203481751
