"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","G_none","Ig_log","G","Ig log",0.00440441668770217,0.690313581761874,-173.595715485687,346.881162037072,87.6844428064745,-228.916723123091
