"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","R_none","I+Ig_log","R","I+Ig log",0.000102340697059488,4.93831917364902,-181.491467323305,18.8476602274064,32.1375405137233,-43.7428896547835
