"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","Ig_none","I_log","Ig","I log",9.71199207983081,10.742159362938,35.3274737903678,-101.392495093426,1.85359074768914,349.842533842341
