"","max_fitness"
"1",8.34464921676812
"2",7.81059797096531
"3",8.61479245929105
"4",8.12239042797006
"5",7.90140306578063
"6",8.1390990699664
"7",8.28548609604596
"8",7.13639343845022
"9",7.27515551218861
"10",7.92244050916911
"11",8.53102382594041
"12",8.43853989579886
"13",7.51150011430248
"14",7.46656441697302
"15",7.60843195386255
"16",7.54007661255463
"17",7.70636793145205
"18",7.57725733811893
"19",8.30385906442473
"20",8.44500993340614
"21",7.9702376516078
"22",8.38838770723745
"23",7.78879437575318
"24",7.58818522907444
"25",7.29778669529106
"26",8.76799312072056
"27",8.18543988383463
"28",8.96547428159484
"29",8.39561226365613
"30",8.71668415484922
"31",8.03584543925777
"32",8.35418604174612
"33",8.02261477983301
"34",7.9736994120629
"35",9.1148846253938
"36",8.29723754263865
"37",8.9165617382491
"38",8.61944176964453
"39",7.69147781677624
"40",8.22608104312571
"41",7.60046433174337
"42",7.99864836947548
"43",7.85127576044484
"44",8.48027988053431
"45",8.53150277331895
"46",6.4843009841206
"47",6.92599143371892
"48",7.6426165240007
"49",8.60726499418986
"50",8.42884009938039
"51",8.51052200628672
"52",8.0442537804111
"53",7.2280174220671
"54",8.70872737437333
"55",8.05573570343579
"56",8.29121912380989
"57",6.79319299014467
"58",8.65985384503984
"59",7.52476858185728
"60",8.08046340283842
"61",7.09661766612167
"62",8.0750860936469
"63",7.91137172887924
"64",8.31420654764723
"65",7.6839992470149
"66",7.32157803824272
"67",8.45215043405898
"68",8.74108237962094
"69",8.5890877461942
"70",7.04733400759418
"71",8.78459087943118
"72",8.36706190215193
"73",8.09174949437067
"74",7.9446797132204
"75",8.71654444479181
"76",8.03508562186656
"77",8.5815353084139
"78",8.29123047022891
"79",7.82511984727507
"80",9.49592933459586
"81",7.24473417459274
"82",7.85211117592717
"83",7.92619423279719
"84",8.11946868444412
"85",8.74361542309879
"86",7.10615160569535
"87",8.31058711090692
"88",8.42119859262074
"89",7.79934266304549
"90",7.38880997418935
"91",8.02392778257186
"92",8.58304829614498
"93",8.49695358293091
"94",8.36330941845086
"95",7.19137523029383
"96",8.62528705948278
"97",7.643659619871
"98",9.06827787014079
"99",8.55772077949409
"100",8.29594855357135
"101",7.03179041839798
"102",7.91727835168938
"103",8.14569670287433
"104",9.08895329043608
"105",7.09495165789331
"106",7.89074148128199
"107",8.39525635535792
"108",8.47292389403675
"109",6.81844892261988
"110",7.92212409186826
"111",8.77696585757238
"112",7.58182925226544
"113",7.21670098654076
"114",8.55020738977329
"115",7.73342872825188
"116",7.52498878229551
"117",7.4392242767145
"118",8.9397698913265
"119",8.43245103058781
"120",7.54579954544461
"121",8.38871113098191
"122",8.29567862987239
"123",7.79103414431514
"124",8.8439949947291
"125",8.50902985130405
"126",8.71147277889403
"127",8.56621727092644
"128",8.18791000021717
"129",8.15300833314367
"130",7.14921230533093
"131",8.51237870514042
"132",7.1939095819427
"133",8.37117127364124
"134",8.30410052450325
"135",7.75971919241082
"136",7.38766751383944
"137",8.17285235964985
"138",8.67475659545222
"139",8.0712710603551
"140",8.33889257493426
"141",7.91229612600651
"142",8.59868603460469
"143",8.04745017706488
"144",8.15637747536348
"145",9.09373604615634
"146",8.48897566217049
"147",7.47237609046514
"148",8.76129729299895
"149",8.20839549772281
"150",7.7129084291296
"151",9.21562376600448
"152",7.74881564978056
"153",8.18263148622227
"154",7.64123900952015
"155",7.50593070486251
"156",8.65783457074485
"157",7.45417457692932
"158",8.81044132723209
"159",8.34158290840629
"160",7.7565146073926
"161",8.26817503349036
"162",8.09170251874968
"163",8.35413230874706
"164",7.90274150217768
"165",8.58351357691987
"166",8.13943228782139
"167",7.19256419234171
"168",7.89648785210806
"169",6.1181414799092
"170",7.69861487476083
"171",7.82443962611673
"172",7.76440029912149
"173",7.75159298825607
