"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","R_log","I+Ig_none","R log","I+Ig",7.2885473597969,42.7490072892852,-55.7587470925508,9.19877874584024,-56.7619333150347,92.1133485552077,-54.516852155901,-40.8629282049098,-59.2779703393485,-26.3079317966219
