"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","I+Ig_log","I_log","I+Ig log","I log",8.52133337510526,2.83923790950198,8.66766729753722,0.089183242632245,6.73912559242975,-5.22396896869538,-5.30705212278605,-0.483330264590972,0.708823839343632,-3.88464927110081
