"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","R_log","I_none","R log","I",7.13369351895589,25.6724656280285,-40.8222917997972,26.4831153352377,-31.4330828963011,79.2187782739108,-56.6204280756539,-25.2794136119954,-48.6160906503012,-40.9892986114229
