"","asexual_iRBC_log","RBC_log","transmssion_investment"
"487",0,6.97394789579158,0
"488",0,6.97595190380761,0
"489",0,6.97795591182365,0
"490",0,6.97995991983968,0
"491",0,6.98196392785571,0
"492",0,6.98396793587174,0
"493",0,6.98597194388778,0
"494",0,6.98797595190381,0
"495",0,6.98997995991984,0
"496",0,6.99198396793587,0
"497",0,6.9939879759519,0
"498",0,6.99599198396794,0
"499",0,6.99799599198397,0
"500",0,7,0
"501",0.0135834694388778,6,2.1844482103242e-08
"502",0.0135834694388778,6.00200400801603,2.99789970720048e-09
"503",0.0135834694388778,6.00400801603206,3.28993242226186e-10
"504",0.0135834694388778,6.0060120240481,2.81532208211091e-11
"505",0.0135834694388778,6.00801603206413,1.82679719540425e-12
"506",0.0135834694388778,6.01002004008016,8.71283291370987e-14
"507",0.0135834694388778,6.01202404809619,2.95055584967304e-15
"508",0.0135834694388778,6.01402805611222,6.82661450739871e-17
"509",0.0135834694388778,6.01603206412826,1.03387953236559e-18
"510",0.0135834694388778,6.01803607214429,9.77277297401029e-21
"511",0.0135834694388778,6.02004008016032,5.46827516951637e-23
"512",0.0135834694388778,6.02204408817635,1.70761801173067e-25
"513",0.0135834694388778,6.02404809619238,2.78737651299536e-28
"514",0.0135834694388778,6.02605210420842,2.21123616626036e-31
"515",0.0135834694388778,6.02805611222445,7.86206507602241e-35
"516",0.0135834694388778,6.03006012024048,1.14495771019328e-38
"517",0.0135834694388778,6.03206412825651,6.17881532280679e-43
"518",0.0135834694388778,6.03406813627254,1.10542578220633e-47
"519",0.0135834694388778,6.03607214428858,5.79294764519446e-53
"520",0.0135834694388778,6.03807615230461,7.74891345124108e-59
"521",0.0135834694388778,6.04008016032064,2.27037455397409e-65
"522",0.0135834694388778,6.04208416833667,1.22910415119284e-72
"523",0.0135834694388778,6.0440881763527,1.01761016098963e-80
"524",0.0135834694388778,6.04609218436874,1.04417388691245e-89
"525",0.0135834694388778,6.04809619238477,1.05116301092342e-99
"526",0.0135834694388778,6.0501002004008,8.0067779934752e-111
"527",0.0135834694388778,6.05210420841683,3.4573233668091e-123
"528",0.0135834694388778,6.05410821643287,6.13964165707897e-137
"529",0.0135834694388778,6.0561122244489,3.13880229832335e-152
"530",0.0135834694388778,6.05811623246493,3.10776301082874e-169
"531",0.0135834694388778,6.06012024048096,3.83596731570285e-188
"532",0.0135834694388778,6.062124248497,3.61772945260454e-209
"533",0.0135834694388778,6.06412825651303,1.51312738008863e-232
"534",0.0135834694388778,6.06613226452906,1.53345905980399e-258
"535",0.0135834694388778,6.06813627254509,1.92368600885048e-287
"536",0.0135834694388778,6.07014028056112,1.4163379869331e-319
"537",0.0135834694388778,6.07214428857715,0
"538",0.0135834694388778,6.07414829659319,0
"539",0.0135834694388778,6.07615230460922,0
"540",0.0135834694388778,6.07815631262525,0
"541",0.0135834694388778,6.08016032064128,0
"542",0.0135834694388778,6.08216432865731,0
"543",0.0135834694388778,6.08416833667335,0
"544",0.0135834694388778,6.08617234468938,0
"545",0.0135834694388778,6.08817635270541,0
"546",0.0135834694388778,6.09018036072144,0
"547",0.0135834694388778,6.09218436873747,0
"548",0.0135834694388778,6.09418837675351,0
"549",0.0135834694388778,6.09619238476954,0
"550",0.0135834694388778,6.09819639278557,0
"551",0.0135834694388778,6.1002004008016,0
"552",0.0135834694388778,6.10220440881764,0
"553",0.0135834694388778,6.10420841683367,0
"554",0.0135834694388778,6.1062124248497,0
"555",0.0135834694388778,6.10821643286573,0
"556",0.0135834694388778,6.11022044088176,0
"557",0.0135834694388778,6.1122244488978,0
"558",0.0135834694388778,6.11422845691383,0
"559",0.0135834694388778,6.11623246492986,0
"560",0.0135834694388778,6.11823647294589,0
"561",0.0135834694388778,6.12024048096192,0
"562",0.0135834694388778,6.12224448897796,0
"563",0.0135834694388778,6.12424849699399,0
"564",0.0135834694388778,6.12625250501002,0
"565",0.0135834694388778,6.12825651302605,0
"566",0.0135834694388778,6.13026052104208,0
"567",0.0135834694388778,6.13226452905812,0
"568",0.0135834694388778,6.13426853707415,0
"569",0.0135834694388778,6.13627254509018,0
"570",0.0135834694388778,6.13827655310621,0
"571",0.0135834694388778,6.14028056112224,0
"572",0.0135834694388778,6.14228456913828,0
"573",0.0135834694388778,6.14428857715431,0
"574",0.0135834694388778,6.14629258517034,0
"575",0.0135834694388778,6.14829659318637,0
"576",0.0135834694388778,6.1503006012024,0
"577",0.0135834694388778,6.15230460921844,0
"578",0.0135834694388778,6.15430861723447,0
