"","label","time","RBC","total_iRBC"
"863","R log & I log",8.62,8438801.7881558,86750.6217592173
"864","R log & I log",8.63,8437552.23801786,86878.0203421795
"865","R log & I log",8.64,8436308.41622398,87002.9992103636
"866","R log & I log",8.65,8435070.26983607,87125.5962296126
"867","R log & I log",8.66,8433837.74972606,87245.84746815
"868","R log & I log",8.67,8432610.8104479,87363.7872537155
"869","R log & I log",8.68,8431389.41011075,87479.4482249698
"870","R log & I log",8.69,8430173.5102489,87592.861379332
"871","R log & I log",8.7,8428963.07568118,87704.0561283174
"872","R log & I log",8.71,8427758.07436176,87813.0603633432
"873","R log & I log",8.72,8426558.47723049,87919.9005229713
"874","R log & I log",8.73,8425364.25806671,88024.6016546678
"875","R log & I log",8.74,8424175.39334181,88127.1874760257
"876","R log & I log",8.75,8422991.86206748,88227.6804428669
"877","R log & I log",8.76,8421813.64564424,88326.1018208474
"878","R log & I log",8.77,8420640.72770347,88422.4717565151
"879","R log & I log",8.78,8419473.09399396,88516.8093234093
"880","R log & I log",8.79,8418310.73222331,88609.1325927237
"881","R log & I log",8.8,8417153.63190191,88699.4587085644
"882","R log & I log",8.81,8416001.78420745,88787.8039542502
"883","R log & I log",8.82,8414855.18186668,88874.183806281
"884","R log & I log",8.83,8413713.81902135,88958.6129933297
"885","R log & I log",8.84,8412577.69110106,89041.1055542702
"886","R log & I log",8.85,8411446.79470538,89121.6748965019
"887","R log & I log",8.86,8410321.12749221,89200.3338521709
"888","R log & I log",8.87,8409200.6880716,89277.0947284775
"889","R log & I log",8.88,8408085.47590438,89351.9693537221
"890","R log & I log",8.89,8406975.49120468,89424.9691235275
"891","R log & I log",8.9,8405870.73484744,89496.1050472447
"892","R log & I log",8.91,8404771.20828323,89565.3877904721
"893","R log & I log",8.92,8403676.91346033,89632.8277121906
"894","R log & I log",8.93,8402587.8527511,89698.4348993474
"895","R log & I log",8.94,8401504.02888166,89762.2192013952
"896","R log & I log",8.95,8400425.44486639,89824.1902634287
"897","R log & I log",8.96,8399352.10394908,89884.3575553233
"898","R log & I log",8.97,8398284.00954951,89942.7303971208
"899","R log & I log",8.98,8397221.16520927,89999.317984981
"900","R log & I log",8.99,8396163.57455498,90054.1294100056
"901","R log & I log",9,8395111.24125112,90107.1736820049
"902","R log & I log",9.01,8394064.17106433,90158.4678677445
"903","R log & I log",9.02,8393022.38983246,90208.0667747076
"904","R log & I log",9.03,8391985.75195435,90254.4481285666
"905","R log & I log",9.04,8390949.81810519,90289.0895784293
"906","R log & I log",9.05,8389894.91397802,90302.0344390163
"907","R log & I log",9.06,8388781.47536296,90298.8863085717
"908","R log & I log",9.07,8387562.91154986,90305.7098544741
"909","R log & I log",9.08,8386205.97328342,90355.9209212214
"910","R log & I log",9.09,8384702.49174186,90473.8382063654
"911","R log & I log",9.1,8383067.87196983,90667.0436769798
"912","R log & I log",9.11,8381331.22991494,90928.5314910325
"913","R log & I log",9.12,8379525.00962959,91243.2728190304
"914","R log & I log",9.13,8377677.91030711,91594.4874291482
"915","R log & I log",9.14,8375811.86441481,91967.493955848
"916","R log & I log",9.15,8373941.96298669,92351.1723561812
"917","R log & I log",9.16,8372077.61557873,92737.9600155805
"918","R log & I log",9.17,8370224.28704081,93123.0719290556
"919","R log & I log",9.18,8368384.82209808,93503.7072737274
"920","R log & I log",9.19,8366560.52475092,93878.323693112
"921","R log & I log",9.2,8364751.82794281,94246.140181799
"922","R log & I log",9.21,8362958.71734541,94606.804192846
"923","R log & I log",9.22,8361180.9453473,94960.2109416952
"924","R log & I log",9.23,8359418.1875652,95306.3654435844
"925","R log & I log",9.24,8357670.08015393,95645.3422613577
"926","R log & I log",9.25,8355936.25857432,95977.2494931355
"927","R log & I log",9.26,8354216.36112207,96302.2090552498
"928","R log & I log",9.27,8352510.04131589,96620.3510500554
"929","R log & I log",9.28,8350816.97523165,96931.8073957879
"930","R log & I log",9.29,8349136.85275544,97236.7101574837
"931","R log & I log",9.3,8347469.37119523,97535.1918030692
"932","R log & I log",9.31,8345814.23768711,97827.3844939956
"933","R log & I log",9.32,8344171.1729907,98113.4187501019
"934","R log & I log",9.33,8342539.91077754,98393.4227924161
"935","R log & I log",9.34,8340920.19450767,98667.5225834333
"936","R log & I log",9.35,8339311.77600769,98935.8418283819
"937","R log & I log",9.36,8337714.41612175,99198.501707308
"938","R log & I log",9.37,8336127.88527495,99455.6206363807
"939","R log & I log",9.38,8334551.96294071,99707.3142291326
"940","R log & I log",9.39,8332986.43670146,99953.6953152988
"941","R log & I log",9.4,8331431.10186102,100194.873920644
"942","R log & I log",9.41,8329885.76160103,100430.957207058
"943","R log & I log",9.42,8328350.22691477,100662.049468229
"944","R log & I log",9.43,8326824.31612224,100888.252188069
"945","R log & I log",9.44,8325307.85443701,101109.664085336
"946","R log & I log",9.45,8323800.67401894,101326.381105348
"947","R log & I log",9.46,8322302.61382095,101538.496448484
"948","R log & I log",9.47,8320813.5193535,101746.100616452
"949","R log & I log",9.48,8319333.24248118,101949.281454721
"950","R log & I log",9.49,8317861.64127981,102148.124185027
"951","R log & I log",9.5,8316398.57990427,102342.711438953
"952","R log & I log",9.51,8314943.92846141,102533.123291694
"953","R log & I log",9.52,8313497.56290396,102719.437291218
"954","R log & I log",9.53,8312059.36493057,102901.728483467
"955","R log & I log",9.54,8310629.2218906,103080.069434814
"956","R log & I log",9.55,8309207.02669232,103254.530255156
"957","R log & I log",9.56,8307792.6777168,103425.178621714
"958","R log & I log",9.57,8306386.07873724,103592.079800597
"959","R log & I log",9.58,8304987.13884121,103755.296665855
"960","R log & I log",9.59,8303595.77235084,103914.889719759
"961","R log & I log",9.6,8302211.89873826,104070.917116309
"962","R log & I log",9.61,8300835.44253593,104223.434687208
"963","R log & I log",9.62,8299466.33324229,104372.495970942
"964","R log & I log",9.63,8298104.50522178,104518.152245699
"965","R log & I log",9.64,8296749.89759816,104660.452564384
"966","R log & I log",9.65,8295402.45413792,104799.443792077
"967","R log & I log",9.66,8294062.12312254,104935.170650386
"968","R log & I log",9.67,8292728.85721059,105067.675772218
"969","R log & I log",9.68,8291402.61329496,105196.999761384
"970","R log & I log",9.69,8290083.35235776,105323.181249404
"971","R log & I log",9.7,8288771.0393181,105446.25695213
"972","R log & I log",9.71,8287465.64286701,105566.261735704
"973","R log & I log",9.72,8286167.1352926,105683.228693537
"974","R log & I log",9.73,8284875.49228985,105797.189231624
"975","R log & I log",9.74,8283590.69282189,105908.173127322
"976","R log & I log",9.75,8282312.71892813,106016.208612241
"977","R log & I log",9.76,8281041.55552951,106121.322461491
"978","R log & I log",9.77,8279777.19025013,106223.540077805
"979","R log & I log",9.78,8278519.61324761,106322.885568715
"980","R log & I log",9.79,8277268.81704011,106419.38182315
"981","R log & I log",9.8,8276024.79632841,106513.050593703
"982","R log & I log",9.81,8274787.54782039,106603.91258248
"983","R log & I log",9.82,8273557.07006482,106691.987522791
"984","R log & I log",9.83,8272333.36329394,106777.294253132
"985","R log & I log",9.84,8271116.42926221,106859.850791049
"986","R log & I log",9.85,8269906.27110901,106939.674398971
"987","R log & I log",9.86,8268702.89320645,107016.781660015
"988","R log & I log",9.87,8267506.3010155,107091.188549987
"989","R log & I log",9.88,8266316.50096191,107162.910497604
"990","R log & I log",9.89,8265133.50030849,107231.962445794
"991","R log & I log",9.9,8263957.30702961,107298.358912255
"992","R log & I log",9.91,8262787.92970576,107362.114042338
"993","R log & I log",9.92,8261625.37742487,107423.241658886
"994","R log & I log",9.93,8260469.65968731,107481.755308739
"995","R log & I log",9.94,8259320.78631341,107537.668307116
"996","R log & I log",9.95,8258178.7673563,107590.993780345
"997","R log & I log",9.96,8257043.61302272,107641.744705796
"998","R log & I log",9.97,8255915.33360227,107689.933947082
"999","R log & I log",9.98,8254793.93940314,107735.574284758
"1000","R log & I log",9.99,8253679.44069194,107778.678444937
"1001","R log & I log",10,8252571.84763698,107819.259127128
"1002","R log & I log",10.01,8251471.17104788,107857.330868856
"1003","R log & I log",10.02,8250377.43060963,107892.933157958
"1004","R log & I log",10.03,8249290.63284431,107925.671263713
"1005","R log & I log",10.04,8248209.1128005,107951.218901111
"1006","R log & I log",10.05,8247121.832309,107960.226253518
"1007","R log & I log",10.06,8245998.64588623,107949.322205716
"1008","R log & I log",10.07,8244792.04852274,107933.52686477
"1009","R log & I log",10.08,8243453.38565041,107944.34595182
"1010","R log & I log",10.09,8241951.48474045,108015.574344456
"1011","R log & I log",10.1,8240281.53207632,108169.373020359
"1012","R log & I log",10.11,8238461.97165888,108410.9405715
"1013","R log & I log",10.12,8236524.82859606,108731.221195772
"1014","R log & I log",10.13,8234505.4600826,109113.360917489
"1015","R log & I log",10.14,8232435.56147065,109538.756494504
"1016","R log & I log",10.15,8230339.93042163,109990.90060478
"1017","R log & I log",10.16,8228236.10530742,110457.003742522
"1018","R log & I log",10.17,8226135.46882107,110928.077180646
"1019","R log & I log",10.18,8224044.94528345,111398.219706201
"1020","R log & I log",10.19,8221968.34469827,111863.846397807
"1021","R log & I log",10.2,8219907.5998168,112322.874928787
"1022","R log & I log",10.21,8217863.53948274,112774.168759088
"1023","R log & I log",10.22,8215836.35908829,113217.175660554
"1024","R log & I log",10.23,8213825.96783736,113651.637629093
"1025","R log & I log",10.24,8211832.11213332,114077.485265848
"1026","R log & I log",10.25,8209854.48264518,114494.738115937
"1027","R log & I log",10.26,8207892.74667442,114903.469264337
"1028","R log & I log",10.27,8205946.57558365,115303.778762992
"1029","R log & I log",10.28,8204015.64878373,115695.777330252
"1030","R log & I log",10.29,8202099.65660055,116079.583909251
"1031","R log & I log",10.3,8200198.30133598,116455.322883606
"1032","R log & I log",10.31,8198311.29697158,116823.121359915
"1033","R log & I log",10.32,8196438.36847589,117183.107467623
"1034","R log & I log",10.33,8194579.25101957,117535.409428516
"1035","R log & I log",10.34,8192733.68927458,117880.155065597
"1036","R log & I log",10.35,8190901.43691564,118217.471443894
"1037","R log & I log",10.36,8189082.25574678,118547.484570035
"1038","R log & I log",10.37,8187275.91620084,118870.319002725
"1039","R log & I log",10.38,8185482.19763694,119186.097456455
"1040","R log & I log",10.39,8183700.8873385,119494.940712958
"1041","R log & I log",10.4,8181931.78008399,119796.967539251
"1042","R log & I log",10.41,8180174.67794226,120092.294585426
"1043","R log & I log",10.42,8178429.39025047,120381.036257653
"1044","R log & I log",10.43,8176695.73351909,120663.304636383
"1045","R log & I log",10.44,8174973.53127563,120939.209437049
"1046","R log & I log",10.45,8173262.61388887,121208.857978991
"1047","R log & I log",10.46,8171562.81841581,121472.355148162
"1048","R log & I log",10.47,8169873.98848494,121729.803371353
"1049","R log & I log",10.48,8168195.97413265,121981.302594511
"1050","R log & I log",10.49,8166528.63168657,122226.95027916
"1051","R log & I log",10.5,8164871.82368924,122466.841399296
"1052","R log & I log",10.51,8163225.41882258,122701.068428785
"1053","R log & I log",10.52,8161589.29182203,122929.721327512
"1054","R log & I log",10.53,8159963.32339691,123152.887532639
"1055","R log & I log",10.54,8158347.400171,123370.65195002
"1056","R log & I log",10.55,8156741.41463687,123583.096941669
"1057","R log & I log",10.56,8155145.26511066,123790.302313266
"1058","R log & I log",10.57,8153558.85568297,123992.345305544
"1059","R log & I log",10.58,8151982.09617042,124189.30058729
"1060","R log & I log",10.59,8150414.9020692,124381.240247959
"1061","R log & I log",10.6,8148857.19450469,124568.233793077
"1062","R log & I log",10.61,8147308.90017142,124750.348146112
"1063","R log & I log",10.62,8145769.9512627,124927.647656871
"1064","R log & I log",10.63,8144240.28539183,125100.194115342
"1065","R log & I log",10.64,8142719.84550413,125268.046770984
"1066","R log & I log",10.65,8141208.57977684,125431.262357709
"1067","R log & I log",10.66,8139706.44150365,125589.895126159
"1068","R log & I log",10.67,8138213.38896314,125743.996887014
"1069","R log & I log",10.68,8136729.38527418,125893.617066224
"1070","R log & I log",10.69,8135254.39824341,126038.802766212
"1071","R log & I log",10.7,8133788.40020555,126179.598827433
"1072","R log & I log",10.71,8132331.36785113,126316.047894119
"1073","R log & I log",10.72,8130883.28203759,126448.19049269
"1074","R log & I log",10.73,8129444.12758893,126576.065122582
"1075","R log & I log",10.74,8128013.89309292,126699.708349648
"1076","R log & I log",10.75,8126592.57069793,126819.154896826
"1077","R log & I log",10.76,8125180.15590431,126934.437738131
"1078","R log & I log",10.77,8123776.6473488,127045.588201577
"1079","R log & I log",10.78,8122382.04658829,127152.6360752
"1080","R log & I log",10.79,8120996.35788838,127255.609707939
"1081","R log & I log",10.8,8119619.58801366,127354.536107517
"1082","R log & I log",10.81,8118251.74601572,127449.441043247
"1083","R log & I log",10.82,8116892.84302232,127540.349153576
"1084","R log & I log",10.83,8115542.89201858,127627.284057899
"1085","R log & I log",10.84,8114201.90769628,127710.268429482
"1086","R log & I log",10.85,8112869.90624748,127789.324095756
"1087","R log & I log",10.86,8111546.90516277,127864.472139391
"1088","R log & I log",10.87,8110232.92304628,127935.73299409
"1089","R log & I log",10.88,8108927.97947273,128003.126519004
"1090","R log & I log",10.89,8107632.09482579,128066.672080167
"1091","R log & I log",10.9,8106345.29014726,128126.388625428
"1092","R log & I log",10.91,8105067.58698311,128182.294762352
"1093","R log & I log",10.92,8103799.00723775,128234.40883273
"1094","R log & I log",10.93,8102539.57305703,128282.748972722
"1095","R log & I log",10.94,8101289.30671919,128327.333167594
"1096","R log & I log",10.95,8100048.2305266,128368.179305367
"1097","R log & I log",10.96,8098816.36669861,128405.305230504
"1098","R log & I log",10.97,8097593.73727316,128438.728793883
"1099","R log & I log",10.98,8096380.3640204,128468.467895888
"1100","R log & I log",10.99,8095176.26836617,128494.540523115
"1101","R log & I log",11,8093981.47132073,128516.964782116
"1102","R log & I log",11.01,8092795.99377668,128535.759657055
"1103","R log & I log",11.02,8091619.86107398,128550.953790907
"1104","R log & I log",11.03,8090453.10357966,128562.481924823
"1105","R log & I log",11.04,8089295.19758126,128568.593051511
"1106","R log & I log",11.05,8088140.68524165,128563.105556367
"1107","R log & I log",11.06,8086969.49806312,128539.668117005
"1108","R log & I log",11.07,8085740.61981435,128503.788901428
"1109","R log & I log",11.08,8084399.15052714,128479.626088259
"1110","R log & I log",11.09,8082894.33562231,128503.473051972
"1111","R log & I log",11.1,8081196.49066788,128609.347047004
"1112","R log & I log",11.11,8079303.7034358,128817.257948966
"1113","R log & I log",11.12,8077237.5664103,129129.677622779
"1114","R log & I log",11.13,8075033.4476835,129534.881759511
"1115","R log & I log",11.14,8072730.33962931,130013.393402982
"1116","R log & I log",11.15,8070363.4397657,130544.171197422
"1117","R log & I log",11.16,8067961.00663511,131108.296599174
"1118","R log & I log",11.17,8065543.61085569,131690.801947832
"1119","R log & I log",11.18,8063125.02252033,132280.922242592
"1120","R log & I log",11.19,8060714.01565768,132871.314581489
"1121","R log & I log",11.2,8058315.67124169,133457.375963244
"1122","R log & I log",11.21,8055932.79824565,134036.298270526
"1123","R log & I log",11.22,8053566.78026047,134606.477141085
"1124","R log & I log",11.23,8051218.18692407,135167.040236071
"1125","R log & I log",11.24,8048887.17754032,135717.520236369
"1126","R log & I log",11.25,8046573.66405654,136257.713527479
"1127","R log & I log",11.26,8044277.46630052,136787.543508798
"1128","R log & I log",11.27,8041998.34840358,137307.020261706
"1129","R log & I log",11.28,8039736.07140444,137816.187653345
"1130","R log & I log",11.29,8037490.39167355,138315.117428563
"1131","R log & I log",11.3,8035261.07286081,138803.896535092
"1132","R log & I log",11.31,8033047.88447988,139282.619753111
"1133","R log & I log",11.32,8030850.60651174,139751.390730694
"1134","R log & I log",11.33,8028669.0255045,140210.31619862
"1135","R log & I log",11.34,8026502.93369249,140659.5055363
"1136","R log & I log",11.35,8024352.13102725,141099.071012209
"1137","R log & I log",11.36,8022216.4249113,141529.126965165
"1138","R log & I log",11.37,8020095.62919822,141949.788831531
"1139","R log & I log",11.38,8017989.56352353,142361.172433776
"1140","R log & I log",11.39,8015898.05319289,142763.393579936
"1141","R log & I log",11.4,8013820.92929008,143156.567815281
"1142","R log & I log",11.41,8011758.02874619,143540.810200629
"1143","R log & I log",11.42,8009709.19430551,143916.235068133
"1144","R log & I log",11.43,8007674.27443619,144282.95578699
"1145","R log & I log",11.44,8005653.12324297,144641.084585615
"1146","R log & I log",11.45,8003645.60039726,144990.732399286
"1147","R log & I log",11.46,8001651.57108255,145332.008713961
"1148","R log & I log",11.47,7999670.9059874,145665.02146303
"1149","R log & I log",11.48,7997703.48129229,145989.876910997
"1150","R log & I log",11.49,7995749.17864405,146306.679569745
"1151","R log & I log",11.5,7993807.88511924,146615.532106379
"1152","R log & I log",11.51,7991879.49320842,146916.535267109
"1153","R log & I log",11.52,7989963.90082481,147209.787784734
"1154","R log & I log",11.53,7988061.01133125,147495.386295999
"1155","R log & I log",11.54,7986170.7335591,147773.42527096
"1156","R log & I log",11.55,7984292.98182329,148043.996944262
"1157","R log & I log",11.56,7982427.67594708,148307.19124152
"1158","R log & I log",11.57,7980574.74129453,148563.095706672
"1159","R log & I log",11.58,7978734.1087987,148811.795438316
"1160","R log & I log",11.59,7976905.71498119,149053.373033786
"1161","R log & I log",11.6,7975089.50196488,149287.908536148
"1162","R log & I log",11.61,7973285.41747846,149515.47938583
"1163","R log & I log",11.62,7971493.41484695,149736.160383046
"1164","R log & I log",11.63,7969713.45296531,149950.02366314
"1165","R log & I log",11.64,7967945.49625609,150157.138682217
"1166","R log & I log",11.65,7966189.51461111,150357.572211329
"1167","R log & I log",11.66,7964445.4833136,150551.388341214
"1168","R log & I log",11.67,7962713.38293694,150738.648501476
"1169","R log & I log",11.68,7960993.19922036,150919.411496598
"1170","R log & I log",11.69,7959284.92292654,151093.733556604
"1171","R log & I log",11.7,7957588.54968559,151261.668396353
"1172","R log & I log",11.71,7955904.07982433,151423.267280359
"1173","R log & I log",11.72,7954231.51817554,151578.579098032
"1174","R log & I log",11.73,7952570.87386518,151727.650456167
"1175","R log & I log",11.74,7950922.16008494,151870.525785703
"1176","R log & I log",11.75,7949285.39385914,152007.247452653
"1177","R log & I log",11.76,7947660.59580726,152137.855869374
"1178","R log & I log",11.77,7946047.78989677,152262.389612279
"1179","R log & I log",11.78,7944447.00318652,152380.885550011
"1180","R log & I log",11.79,7942858.26556818,152493.378975461
"1181","R log & I log",11.8,7941281.60951125,152599.903733679
"1182","R log & I log",11.81,7939717.06980861,152700.492347926
"1183","R log & I log",11.82,7938164.68331878,152795.176151228
"1184","R log & I log",11.83,7936624.48870966,152883.985422264
"1185","R log & I log",11.84,7935096.52619179,152966.949526428
"1186","R log & I log",11.85,7933580.83733259,153044.097009889
"1187","R log & I log",11.86,7932077.46480217,153115.455729584
"1188","R log & I log",11.87,7930586.45212578,153181.052982798
"1189","R log & I log",11.88,7929107.84346748,153240.915622575
"1190","R log & I log",11.89,7927641.68343284,153295.070162491
"1191","R log & I log",11.9,7926188.01687729,153343.54287622
"1192","R log & I log",11.91,7924746.88872669,153386.359889609
"1193","R log & I log",11.92,7923318.34378315,153423.547281274
"1194","R log & I log",11.93,7921902.42655781,153455.131169756
"1195","R log & I log",11.94,7920499.18112677,153481.137787964
"1196","R log & I log",11.95,7919108.65099295,153501.593553017
"1197","R log & I log",11.96,7917730.8789492,153516.525134459
"1198","R log & I log",11.97,7916365.90694999,153525.95951842
"1199","R log & I log",11.98,7915013.77599751,153529.924064557
"1200","R log & I log",11.99,7913674.52604098,153528.446554793
"1201","R log & I log",12,7912348.19588494,153521.555235696
"1202","R log & I log",12.01,7911034.82324079,153509.27910811
"1203","R log & I log",12.02,7909734.44680051,153491.651037549
"1204","R log & I log",12.03,7908447.10440211,153468.675230279
"1205","R log & I log",12.04,7907172.68711129,153439.816749429
"1206","R log & I log",12.05,7905908.77768155,153401.819619111
"1207","R log & I log",12.06,7904643.52046031,153349.098221085
"1208","R log & I log",12.07,7903345.80301156,153281.657141073
"1209","R log & I log",12.08,7901963.19695916,153215.251913361
"1210","R log & I log",12.09,7900433.29242038,153183.028646444
"1211","R log & I log",12.1,7898702.66890705,153225.798344497
"1212","R log & I log",12.11,7896742.44943718,153377.859383775
"1213","R log & I log",12.12,7894553.18780043,153657.115370517
"1214","R log & I log",12.13,7892159.82951839,154062.988316572
"1215","R log & I log",12.14,7889601.64953121,154580.452132891
"1216","R log & I log",12.15,7886921.78109453,155186.772611346
"1217","R log & I log",12.16,7884159.93451269,155857.545240438
"1218","R log & I log",12.17,7881348.60010074,156570.722837013
"1219","R log & I log",12.18,7878512.08155181,157308.539374918
"1220","R log & I log",12.19,7875667.26615559,158057.841733195
"1221","R log & I log",12.2,7872825.20781194,158809.500751347
"1222","R log & I log",12.21,7869992.69561568,159557.535730199
"1223","R log & I log",12.22,7867173.75871672,160298.148466371
"1224","R log & I log",12.23,7864370.60478664,161029.061382757
"1225","R log & I log",12.24,7861584.35876394,161748.951410782
"1226","R log & I log",12.25,7858815.58096308,162457.035070142
"1227","R log & I log",12.26,7856064.50154437,163152.872735927
"1228","R log & I log",12.27,7853331.15013296,163836.251940614
"1229","R log & I log",12.28,7850615.50685055,164507.039293112
"1230","R log & I log",12.29,7847917.49971223,165165.1915104
"1231","R log & I log",12.3,7845237.05071973,165810.692459626
"1232","R log & I log",12.31,7842574.07691518,166443.556495963
"1233","R log & I log",12.32,7839928.49545488,167063.813328824
"1234","R log & I log",12.33,7837300.22529083,167671.505196782
"1235","R log & I log",12.34,7834689.18802407,168266.685298531
"1236","R log & I log",12.35,7832095.307821,168849.415045576
"1237","R log & I log",12.36,7829518.51085456,169419.762059277
"1238","R log & I log",12.37,7826958.72498009,169977.799227043
"1239","R log & I log",12.38,7824415.87980417,170523.604081102
"1240","R log & I log",12.39,7821889.90688279,171057.258116247
"1241","R log & I log",12.4,7819380.73982753,171578.846117016
"1242","R log & I log",12.41,7816888.31433037,172088.455604494
"1243","R log & I log",12.42,7814412.56821429,172586.176380041
"1244","R log & I log",12.43,7811953.44154953,173072.10010755
"1245","R log & I log",12.44,7809510.87678891,173546.319946688
"1246","R log & I log",12.45,7807084.81889946,174008.930196723
"1247","R log & I log",12.46,7804675.21547724,174460.025991471
"1248","R log & I log",12.47,7802282.01685013,174899.703062652
"1249","R log & I log",12.48,7799905.17620224,175328.057499042
"1250","R log & I log",12.49,7797544.64970848,175745.185498889
"1251","R log & I log",12.5,7795200.3966598,176151.183142519
"1252","R log & I log",12.51,7792872.37958106,176546.146195717
"1253","R log & I log",12.52,7790560.56436367,176930.169924419
"1254","R log & I log",12.53,7788264.92041879,177303.34890032
"1255","R log & I log",12.54,7785985.42083385,177665.776807611
"1256","R log & I log",12.55,7783722.0425204,178017.546265895
"1257","R log & I log",12.56,7781474.76636079,178358.748664195
"1258","R log & I log",12.57,7779243.57736186,178689.473994151
"1259","R log & I log",12.58,7777028.46480824,179009.810684913
"1260","R log & I log",12.59,7774829.42240244,179319.845450796
"1261","R log & I log",12.6,7772646.44838922,179619.663153842
"1262","R log & I log",12.61,7770479.54566775,179909.346675493
"1263","R log & I log",12.62,7768328.72188836,180188.976797458
"1264","R log & I log",12.63,7766193.9895256,180458.632099262
"1265","R log & I log",12.64,7764075.36592337,180718.388876668
"1266","R log & I log",12.65,7761972.87331436,180968.321077715
"1267","R log & I log",12.66,7759886.53881443,181208.500253431
"1268","R log & I log",12.67,7757816.39438658,181438.995526449
"1269","R log & I log",12.68,7755762.4767697,181659.873583273
"1270","R log & I log",12.69,7753724.82737403,181871.198691349
"1271","R log & I log",12.7,7751703.49215042,182073.03273587
"1272","R log & I log",12.71,7749698.52143718,182265.435270164
"1273","R log & I log",12.72,7747709.96978165,182448.463579201
"1274","R log & I log",12.73,7745737.89573101,182622.172762149
"1275","R log & I log",12.74,7743782.36159373,182786.615837889
"1276","R log & I log",12.75,7741843.43318118,182941.843867982
"1277","R log & I log",12.76,7739921.17953836,183087.906086936
"1278","R log & I log",12.77,7738015.67266391,183224.850037073
"1279","R log & I log",12.78,7736126.98721491,183352.721714013
"1280","R log & I log",12.79,7734255.20019855,183471.565725196
"1281","R log & I log",12.8,7732400.3906599,183581.425453429
"1282","R log & I log",12.81,7730562.63937159,183682.343217221
"1283","R log & I log",12.82,7728742.02852198,183774.360430536
"1284","R log & I log",12.83,7726938.64139895,183857.517769098
"1285","R log & I log",12.84,7725152.56207557,183931.855340397
"1286","R log & I log",12.85,7723383.87510711,183997.412846399
"1287","R log & I log",12.86,7721632.66523977,184054.229735543
"1288","R log & I log",12.87,7719899.01712426,184102.345351375
"1289","R log & I log",12.88,7718183.01503322,184141.79908269
"1290","R log & I log",12.89,7716484.74258983,184172.630509741
"1291","R log & I log",12.9,7714804.28251471,184194.879538511
"1292","R log & I log",12.91,7713141.71638894,184208.58652268
"1293","R log & I log",12.92,7711497.12442795,184213.792378831
"1294","R log & I log",12.93,7709870.58526535,184210.53869733
"1295","R log & I log",12.94,7708262.17575112,184198.867845519
"1296","R log & I log",12.95,7706671.97076697,184178.823059673
"1297","R log & I log",12.96,7705100.04305682,184150.448526502
"1298","R log & I log",12.97,7703546.46306944,184113.789457315
"1299","R log & I log",12.98,7702011.29881322,184068.892155897
"1300","R log & I log",12.99,7700494.6157254,184015.804078059
"1301","R log & I log",13,7698996.47655647,183954.573881031
"1302","R log & I log",13.01,7697516.941324,183885.25154976
"1303","R log & I log",13.02,7696056.06823344,183807.889631034
"1304","R log & I log",13.03,7694613.91407467,183722.538322881
"1305","R log & I log",13.04,7693190.49234326,183629.087716799
"1306","R log & I log",13.05,7691784.89984293,183526.141263331
"1307","R log & I log",13.06,7690390.82773661,183410.096874216
"1308","R log & I log",13.07,7688987.32207959,183278.960799548
"1309","R log & I log",13.08,7687530.64752441,183141.607120163
"1310","R log & I log",13.09,7685956.48070562,183024.827619816
"1311","R log & I log",13.1,7684194.63739845,182970.520563074
"1312","R log & I log",13.11,7682188.53957672,183023.752902425
"1313","R log & I log",13.12,7679909.41825347,183219.190321135
"1314","R log & I log",13.13,7677359.96014202,183572.639546727
"1315","R log & I log",13.14,7674568.46778317,184080.29094783
"1316","R log & I log",13.15,7671578.3731593,184723.435698129
"1317","R log & I log",13.16,7668437.74755399,185475.335197635
"1318","R log & I log",13.17,7665191.51767442,186307.522506449
"1319","R log & I log",13.18,7661877.15483445,187194.155137182
"1320","R log & I log",13.19,7658523.45286017,188114.01364324
"1321","R log & I log",13.2,7655151.06227104,189051.004861425
"1322","R log & I log",13.21,7651773.95293098,189993.692112359
"1323","R log & I log",13.22,7648401.16147657,190934.302415825
"1324","R log & I log",13.23,7645038.26732011,191867.779566026
"1325","R log & I log",13.24,7641688.65568735,192790.899359949
"1326","R log & I log",13.25,7638354.28676089,193701.676070738
"1327","R log & I log",13.26,7635036.33969182,194598.855546806
"1328","R log & I log",13.27,7631735.50179148,195481.670607663
"1329","R log & I log",13.28,7628452.20153689,196349.63631095
"1330","R log & I log",13.29,7625186.7535176,197202.418721927
"1331","R log & I log",13.3,7621939.38725298,198039.799908298
"1332","R log & I log",13.31,7618710.31520042,198861.605779113
"1333","R log & I log",13.32,7615499.72055652,199667.71696873
"1334","R log & I log",13.33,7612307.77979299,200458.036129786
"1335","R log & I log",13.34,7609134.66305519,201232.487612306
"1336","R log & I log",13.35,7605980.5347152,201991.015152382
"1337","R log & I log",13.36,7602845.55409914,202733.57780097
"1338","R log & I log",13.37,7599729.87562831,203460.147381467
"1339","R log & I log",13.38,7596633.64875258,204170.707035938
"1340","R log & I log",13.39,7593557.01800268,204865.250171882
"1341","R log & I log",13.4,7590500.1235005,205543.778912393
"1342","R log & I log",13.41,7587463.10084102,206206.304134614
"1343","R log & I log",13.42,7584446.08107897,206852.845147369
"1344","R log & I log",13.43,7581449.1914249,207483.428190164
"1345","R log & I log",13.44,7578472.55561069,208098.085663995
"1346","R log & I log",13.45,7575516.29422515,208696.855589486
