"","label","time","RBC","total_iRBC"
"1","R log & I log",0,8890000,0
"2","R log & I log",0.01,8889999.24224437,44.0326805486819
"3","R log & I log",0.02,8889997.65115145,44.8149300822929
"4","R log & I log",0.03,8889995.70448842,45.7819361654412
"5","R log & I log",0.04,8889993.56976798,46.8046988389459
"6","R log & I log",0.05,8889991.31468666,47.8440347166678
"7","R log & I log",0.06,8889988.97244336,48.888060257256
"8","R log & I log",0.07,8889986.56274787,49.9331060982291
"9","R log & I log",0.08,8889984.09871193,50.9781260934894
"10","R log & I log",0.09,8889981.5897547,52.0227606693549
"11","R log & I log",0.1,8889979.04315663,53.0669094776564
"12","R log & I log",0.11,8889976.46370533,54.110547142887
"13","R log & I log",0.12,8889973.85519234,55.1536634679776
"14","R log & I log",0.13,8889971.22084604,56.1962547504939
"15","R log & I log",0.14,8889968.56322764,57.2383209138495
"16","R log & I log",0.15,8889965.8836918,58.2798618945105
"17","R log & I log",0.16,8889963.18344539,59.3208777725332
"18","R log & I log",0.17,8889960.46348582,60.3613686919052
"19","R log & I log",0.18,8889957.72460251,61.4013348243004
"20","R log & I log",0.19,8889954.96741043,62.440776350018
"21","R log & I log",0.2,8889952.19238723,63.4796934504038
"22","R log & I log",0.21,8889949.39990553,64.5180863057421
"23","R log & I log",0.22,8889946.59025864,65.5559550951146
"24","R log & I log",0.23,8889943.76368037,66.5932999967134
"25","R log & I log",0.24,8889940.9203411,67.6301211703633
"26","R log & I log",0.25,8889938.06039889,68.6664187861678
"27","R log & I log",0.26,8889935.18400212,69.7021930341447
"28","R log & I log",0.27,8889932.29126978,70.7374440971178
"29","R log & I log",0.28,8889929.38230198,71.7721721558495
"30","R log & I log",0.29,8889926.45718499,72.8063773874106
"31","R log & I log",0.3,8889923.51599711,73.8400599677671
"32","R log & I log",0.31,8889920.55881139,74.8732200721424
"33","R log & I log",0.32,8889917.58569733,75.90585787559
"34","R log & I log",0.33,8889914.59672168,76.9379735530018
"35","R log & I log",0.34,8889911.59194914,77.9695672791487
"36","R log & I log",0.35,8889908.57144245,79.0006392286089
"37","R log & I log",0.36,8889905.53526295,80.0311895757632
"38","R log & I log",0.37,8889902.48347092,81.0612184947904
"39","R log & I log",0.38,8889899.41612584,82.0907261596654
"40","R log & I log",0.39,8889896.33328643,83.1197127441603
"41","R log & I log",0.4,8889893.2350109,84.1481784218452
"42","R log & I log",0.41,8889890.12135692,85.1761233660901
"43","R log & I log",0.42,8889886.99238182,86.2035477500652
"44","R log & I log",0.43,8889883.84814255,87.230451746742
"45","R log & I log",0.44,8889880.68869576,88.2568355288937
"46","R log & I log",0.45,8889877.51409787,89.2826992690959
"47","R log & I log",0.46,8889874.32440503,90.3080431397268
"48","R log & I log",0.47,8889871.11967317,91.332867312968
"49","R log & I log",0.48,8889867.89995803,92.3571719608045
"50","R log & I log",0.49,8889864.66531514,93.3809572550257
"51","R log & I log",0.5,8889861.41579987,94.4042233672375
"52","R log & I log",0.51,8889858.15146738,95.426970468847
"53","R log & I log",0.52,8889854.87237266,96.4491987310493
"54","R log & I log",0.53,8889851.57857052,97.4709083248439
"55","R log & I log",0.54,8889848.2701156,98.4920994210394
"56","R log & I log",0.55,8889844.94706238,99.5127721902552
"57","R log & I log",0.56,8889841.60946518,100.532926802919
"58","R log & I log",0.57,8889838.25737817,101.552563429265
"59","R log & I log",0.58,8889834.89085532,102.571682239333
"60","R log & I log",0.59,8889831.50995047,103.59028340297
"61","R log & I log",0.6,8889828.1147173,104.60836708983
"62","R log & I log",0.61,8889824.7052093,105.625933469376
"63","R log & I log",0.62,8889821.28147985,106.642982710877
"64","R log & I log",0.63,8889817.84358212,107.659514983413
"65","R log & I log",0.64,8889814.39156917,108.67553045587
"66","R log & I log",0.65,8889810.92549386,109.691029296946
"67","R log & I log",0.66,8889807.44540893,110.706011675145
"68","R log & I log",0.67,8889803.95136695,111.720477758783
"69","R log & I log",0.68,8889800.44342034,112.734427715985
"70","R log & I log",0.69,8889796.92162134,113.747861714684
"71","R log & I log",0.7,8889793.38602207,114.760779922627
"72","R log & I log",0.71,8889789.83667448,115.77318250737
"73","R log & I log",0.72,8889786.27363037,116.785069636279
"74","R log & I log",0.73,8889782.69694139,117.796441476533
"75","R log & I log",0.74,8889779.10665903,118.807298195121
"76","R log & I log",0.75,8889775.50283463,119.817639958844
"77","R log & I log",0.76,8889771.88551938,120.827466934317
"78","R log & I log",0.77,8889768.25476433,121.836779287965
"79","R log & I log",0.78,8889764.61062036,122.845577186027
"80","R log & I log",0.79,8889760.95313822,123.853860794555
"81","R log & I log",0.8,8889757.28236849,124.861630279414
"82","R log & I log",0.81,8889753.59836161,125.868885806282
"83","R log & I log",0.82,8889749.90116787,126.875627540651
"84","R log & I log",0.83,8889746.19083743,127.881855647828
"85","R log & I log",0.84,8889742.46742027,128.887570292933
"86","R log & I log",0.85,8889738.73096624,129.892771640902
"87","R log & I log",0.86,8889734.98152504,130.897459856486
"88","R log & I log",0.87,8889731.21914624,131.901635104251
"89","R log & I log",0.88,8889727.44387923,132.905297548576
"90","R log & I log",0.89,8889723.65577327,133.908447353661
"91","R log & I log",0.9,8889719.8548775,134.911084683517
"92","R log & I log",0.91,8889716.04124087,135.913209701974
"93","R log & I log",0.92,8889712.21491222,136.914822572679
"94","R log & I log",0.93,8889708.37594023,137.915923459094
"95","R log & I log",0.94,8889704.52437344,138.9165125245
"96","R log & I log",0.95,8889700.66026025,139.916589931996
"97","R log & I log",0.96,8889696.7836489,140.916155844496
"98","R log & I log",0.97,8889692.89458752,141.915210424734
"99","R log & I log",0.98,8889688.99312407,142.913753835263
"100","R log & I log",0.99,8889685.07930638,143.911786238454
"101","R log & I log",1,8889681.15318213,144.909307796496
"102","R log & I log",1.01,8889677.14798306,145.793621520411
"103","R log & I log",1.02,8889671.77793992,147.437868365116
"104","R log & I log",1.03,8889665.25171698,150.046947098669
"105","R log & I log",1.04,8889658.13836438,153.17139951442
"106","R log & I log",1.05,8889650.75983207,156.519104133411
"107","R log & I log",1.06,8889643.2557794,159.954028561218
"108","R log & I log",1.07,8889635.6787683,163.420448843607
"109","R log & I log",1.08,8889628.04581861,166.897167314121
"110","R log & I log",1.09,8889620.36113873,170.376321763188
"111","R log & I log",1.1,8889612.62454573,173.855207976609
"112","R log & I log",1.11,8889604.83487164,177.332813826193
"113","R log & I log",1.12,8889596.99082376,180.808821216893
"114","R log & I log",1.13,8889589.09134829,184.283122281107
"115","R log & I log",1.14,8889581.13566856,187.755683513938
"116","R log & I log",1.15,8889573.12322048,191.226490313753
"117","R log & I log",1.16,8889565.05359917,194.695540165332
"118","R log & I log",1.17,8889556.92662448,198.162832369938
"119","R log & I log",1.18,8889548.74219336,201.62836685003
"120","R log & I log",1.19,8889540.50026159,205.092143816072
"121","R log & I log",1.2,8889532.20084126,208.554163635024
"122","R log & I log",1.21,8889523.84399114,212.014426735704
"123","R log & I log",1.22,8889515.42980655,215.47293356244
"124","R log & I log",1.23,8889506.95841062,218.929684558458
"125","R log & I log",1.24,8889498.4299473,222.384680162425
"126","R log & I log",1.25,8889489.84457602,225.83792080909
"127","R log & I log",1.26,8889481.20246764,229.289406930437
"128","R log & I log",1.27,8889472.50380135,232.739138956432
"129","R log & I log",1.28,8889463.74876243,236.187117315357
"130","R log & I log",1.29,8889454.93752159,239.633342391232
"131","R log & I log",1.3,8889446.07026312,243.077814592322
"132","R log & I log",1.31,8889437.14719578,246.520534373914
"133","R log & I log",1.32,8889428.16852286,249.961502173159
"134","R log & I log",1.33,8889419.134447,253.400718421198
"135","R log & I log",1.34,8889410.0451677,256.838183539255
"136","R log & I log",1.35,8889400.90088372,260.273897944785
"137","R log & I log",1.36,8889391.70179328,263.707862052603
"138","R log & I log",1.37,8889382.44809431,267.140076275487
"139","R log & I log",1.38,8889373.13998458,270.570541024825
"140","R log & I log",1.39,8889363.77766161,273.999256710574
"141","R log & I log",1.4,8889354.36132254,277.426223741121
"142","R log & I log",1.41,8889344.89116412,280.851442523198
"143","R log & I log",1.42,8889335.36738259,284.274913461859
"144","R log & I log",1.43,8889325.79017375,287.696636960588
"145","R log & I log",1.44,8889316.15973288,291.116613421165
"146","R log & I log",1.45,8889306.47625469,294.53484324356
"147","R log & I log",1.46,8889296.73993334,297.95132682607
"148","R log & I log",1.47,8889286.95096247,301.366064565365
"149","R log & I log",1.48,8889277.10953519,304.779056856497
"150","R log & I log",1.49,8889267.21584405,308.190304092882
"151","R log & I log",1.5,8889257.27008105,311.599806666282
"152","R log & I log",1.51,8889247.27243767,315.00756496681
"153","R log & I log",1.52,8889237.2231048,318.413579382925
"154","R log & I log",1.53,8889227.12227279,321.81785030145
"155","R log & I log",1.54,8889216.97013145,325.220378107566
"156","R log & I log",1.55,8889206.76687003,328.621163184822
"157","R log & I log",1.56,8889196.51267722,332.020205915133
"158","R log & I log",1.57,8889186.20774119,335.417506678788
"159","R log & I log",1.58,8889175.85224954,338.813065854447
"160","R log & I log",1.59,8889165.44638933,342.206883819148
"161","R log & I log",1.6,8889154.99034708,345.59896094831
"162","R log & I log",1.61,8889144.48430876,348.989297615733
"163","R log & I log",1.62,8889133.92845981,352.377894193606
"164","R log & I log",1.63,8889123.32298511,355.764751052505
"165","R log & I log",1.64,8889112.66806901,359.149868561401
"166","R log & I log",1.65,8889101.96389535,362.533247087659
"167","R log & I log",1.66,8889091.21064739,365.914886997043
"168","R log & I log",1.67,8889080.40850788,369.294788653718
"169","R log & I log",1.68,8889069.55765904,372.672952420256
"170","R log & I log",1.69,8889058.65828255,376.049378657634
"171","R log & I log",1.7,8889047.71055956,379.424067725242
"172","R log & I log",1.71,8889036.71467071,382.797019980884
"173","R log & I log",1.72,8889025.6707961,386.168235780781
"174","R log & I log",1.73,8889014.57911529,389.537715479574
"175","R log & I log",1.74,8889003.43980735,392.905459430326
"176","R log & I log",1.75,8888992.2530508,396.271467984528
"177","R log & I log",1.76,8888981.01902366,399.635741492101
"178","R log & I log",1.77,8888969.73790342,402.998280301396
"179","R log & I log",1.78,8888958.40986705,406.359084759202
"180","R log & I log",1.79,8888947.03509102,409.718155210745
"181","R log & I log",1.8,8888935.61375127,413.075491999694
"182","R log & I log",1.81,8888924.14602323,416.43109546816
"183","R log & I log",1.82,8888912.63208183,419.784965956705
"184","R log & I log",1.83,8888901.07210149,423.13710380434
"185","R log & I log",1.84,8888889.4662561,426.487509348529
"186","R log & I log",1.85,8888877.81471906,429.836182925196
"187","R log & I log",1.86,8888866.11766328,433.183124868721
"188","R log & I log",1.87,8888854.37526113,436.528335511949
"189","R log & I log",1.88,8888842.58768452,439.871815186192
"190","R log & I log",1.89,8888830.75510481,443.213564221228
"191","R log & I log",1.9,8888818.87769292,446.55358294531
"192","R log & I log",1.91,8888806.95561921,449.891871685164
"193","R log & I log",1.92,8888794.9890536,453.228430765996
"194","R log & I log",1.93,8888782.97816547,456.56326051149
"195","R log & I log",1.94,8888770.92312374,459.896361243818
"196","R log & I log",1.95,8888758.82409682,463.227733283637
"197","R log & I log",1.96,8888746.68125264,466.557376950094
"198","R log & I log",1.97,8888734.49475863,469.885292560829
"199","R log & I log",1.98,8888722.26478173,473.211480431979
"200","R log & I log",1.99,8888709.99148842,476.53594087818
"201","R log & I log",2,8888697.67504466,479.858674212571
"202","R log & I log",2.01,8888685.38298496,483.047062398384
"203","R log & I log",2.02,8888671.08878529,486.874323204628
"204","R log & I log",2.03,8888653.07256577,493.268029960863
"205","R log & I log",2.04,8888632.06924679,502.045851697599
"206","R log & I log",2.05,8888609.28599687,512.302254942721
"207","R log & I log",2.06,8888585.56259534,523.315944091369
"208","R log & I log",2.07,8888561.34405271,534.675131625301
"209","R log & I log",2.08,8888536.83188903,546.17914092862
"210","R log & I log",2.09,8888512.10651298,557.73874026599
"211","R log & I log",2.1,8888487.19535273,569.316458521883
"212","R log & I log",2.11,8888462.10447831,580.897436997349
"213","R log & I log",2.12,8888436.83292166,592.475827812655
"214","R log & I log",2.13,8888411.37762073,604.049456583371
"215","R log & I log",2.14,8888385.73549774,615.617627568337
"216","R log & I log",2.15,8888359.90419835,627.180012303421
"217","R log & I log",2.16,8888333.88204043,638.736506381944
"218","R log & I log",2.17,8888307.66782816,650.287033244115
"219","R log & I log",2.18,8888281.26080906,661.831621240971
"220","R log & I log",2.19,8888254.66062079,673.370247251728
"221","R log & I log",2.2,8888227.86714649,684.902912283122
"222","R log & I log",2.21,8888200.88046602,696.429623265852
"223","R log & I log",2.22,8888173.70082673,707.950371359694
"224","R log & I log",2.23,8888146.32857497,719.46516169591
"225","R log & I log",2.24,8888118.76415304,730.973988932051
"226","R log & I log",2.25,8888091.00805611,742.476858094378
"227","R log & I log",2.26,8888063.06083784,753.973763348413
"228","R log & I log",2.27,8888034.92307551,765.464710077901
"229","R log & I log",2.28,8888006.59538403,776.949692228343
"230","R log & I log",2.29,8887978.07838563,788.428715241063
"231","R log & I log",2.3,8887949.37272816,799.90177297956
"232","R log & I log",2.31,8887920.4790577,811.368870884206
"233","R log & I log",2.32,8887891.39803905,822.830002765813
"234","R log & I log",2.33,8887862.1303301,834.285174044285
"235","R log & I log",2.34,8887832.67660361,845.7343784893
"236","R log & I log",2.35,8887803.0375225,857.177621491827
"237","R log & I log",2.36,8887773.21376237,868.614896785729
"238","R log & I log",2.37,8887743.20598732,880.046209729075
"239","R log & I log",2.38,8887713.01487293,891.471554022503
"240","R log & I log",2.39,8887682.64108233,902.890934989356
"241","R log & I log",2.4,8887652.08528943,914.304346298312
"242","R log & I log",2.41,8887621.34815518,925.711793237183
"243","R log & I log",2.42,8887590.43035091,937.113269443348
"244","R log & I log",2.43,8887559.33253472,948.508780168779
"245","R log & I log",2.44,8887528.05537485,959.89831901993
"246","R log & I log",2.45,8887496.59952617,971.281891212859
"247","R log & I log",2.46,8887464.96565358,982.659490323346
"248","R log & I log",2.47,8887433.15440849,994.031121531568
"249","R log & I log",2.48,8887401.16645229,1005.39677838282
"250","R log & I log",2.49,8887369.00243288,1016.7564660215
"251","R log & I log",2.5,8887336.66300805,1028.11017796258
"252","R log & I log",2.51,8887304.14882211,1039.45791931477
"253","R log & I log",2.52,8887271.46052926,1050.7996835629
"254","R log & I log",2.53,8887238.59877018,1062.13547578014
"255","R log & I log",2.54,8887205.56419545,1073.46528942126
"256","R log & I log",2.55,8887172.35744215,1084.78912952426
"257","R log & I log",2.56,8887138.97915725,1096.10698951362
"258","R log & I log",2.57,8887105.42997422,1107.41887439205
"259","R log & I log",2.58,8887071.71053644,1118.72477755504
"260","R log & I log",2.59,8887037.82147378,1130.02470396938
"261","R log & I log",2.6,8887003.76342603,1141.31864700142
"262","R log & I log",2.61,8886969.53701951,1152.60661158273
"263","R log & I log",2.62,8886935.14289043,1163.88859105038
"264","R log & I log",2.63,8886900.58166157,1175.164590301
"265","R log & I log",2.64,8886865.85396559,1186.43460264243
"266","R log & I log",2.65,8886830.96042172,1197.69863293656
"267","R log & I log",2.66,8886795.90165913,1208.95667446211
"268","R log & I log",2.67,8886760.67829353,1220.20873204639
"269","R log & I log",2.68,8886725.29095056,1231.45479893914
"270","R log & I log",2.69,8886689.74024246,1242.69487993323
"271","R log & I log",2.7,8886654.02679139,1253.92896824957
"272","R log & I log",2.71,8886618.15120612,1265.15706864673
"273","R log & I log",2.72,8886582.11410535,1276.37917431691
"274","R log & I log",2.73,8886545.91609439,1287.59528998458
"275","R log & I log",2.74,8886509.5577885,1298.80540881334
"276","R log & I log",2.75,8886473.03978958,1310.00953549367
"277","R log & I log",2.76,8886436.36270946,1321.20766316075
"278","R log & I log",2.77,8886399.52714662,1332.39979647123
"279","R log & I log",2.78,8886362.53370951,1343.585928532
"280","R log & I log",2.79,8886325.38299323,1354.766063966
"281","R log & I log",2.8,8886288.07560283,1365.94019585178
"282","R log & I log",2.81,8886250.61213005,1377.10832877923
"283","R log & I log",2.82,8886212.99317658,1388.27045579879
"284","R log & I log",2.83,8886175.21933083,1399.4265814662
"285","R log & I log",2.84,8886137.29119115,1410.57669880498
"286","R log & I log",2.85,8886099.20934261,1421.72081233701
"287","R log & I log",2.86,8886060.97438026,1432.85891505842
"288","R log & I log",2.87,8886022.58688585,1443.99101145777
"289","R log & I log",2.88,8885984.04745113,1455.11709450375
"290","R log & I log",2.89,8885945.35665459,1466.23716865185
"291","R log & I log",2.9,8885906.51508468,1477.35122684338
"292","R log & I log",2.91,8885867.52331663,1488.45927350097
"293","R log & I log",2.92,8885828.38193565,1499.56130153867
"294","R log & I log",2.93,8885789.0915137,1510.65731534638
"295","R log & I log",2.94,8885749.65263276,1521.74730781104
"296","R log & I log",2.95,8885710.06586159,1532.83128328999
"297","R log & I log",2.96,8885670.33177891,1543.90923464317
"298","R log & I log",2.97,8885630.4509503,1554.98116619551
"299","R log & I log",2.98,8885590.42395129,1566.04707078009
"300","R log & I log",2.99,8885550.25134425,1577.10695268959
"301","R log & I log",3,8885509.93370154,1588.16080473037
"302","R log & I log",3.01,8885469.61662124,1599.12926757463
"303","R log & I log",3.02,8885427.10557062,1610.23157747252
"304","R log & I log",3.03,8885376.31485922,1625.88405715128
"305","R log & I log",3.04,8885315.15325746,1648.89922173912
"306","R log & I log",3.05,8885245.62463774,1678.43164394284
"307","R log & I log",3.06,8885170.67593346,1712.31060038009
"308","R log & I log",3.07,8885092.57760958,1748.64407071846
"309","R log & I log",3.08,8885012.68489149,1786.21739206446
"310","R log & I log",3.09,8884931.69297283,1824.36484621459
"311","R log & I log",3.1,8884849.91559172,1862.75803233052
"312","R log & I log",3.11,8884767.48000489,1901.24400569826
"313","R log & I log",3.12,8884684.42777275,1939.75566089646
"314","R log & I log",3.13,8884600.765415,1978.26484651048
"315","R log & I log",3.14,8884516.48807989,2016.76074640543
"316","R log & I log",3.15,8884431.58812839,2055.23859037213
"317","R log & I log",3.16,8884346.05822459,2093.69653247982
"318","R log & I log",3.17,8884259.89335713,2132.13393269636
"319","R log & I log",3.18,8884173.0901192,2170.55052978157
"320","R log & I log",3.19,8884085.64630981,2208.94620507576
"321","R log & I log",3.2,8883997.56064725,2247.32089755615
"322","R log & I log",3.21,8883908.83271547,2285.6745802127
"323","R log & I log",3.22,8883819.46280612,2324.00723230952
"324","R log & I log",3.23,8883729.45178159,2362.31883431231
"325","R log & I log",3.24,8883638.8009101,2400.60936513696
"326","R log & I log",3.25,8883547.51200255,2438.87880142372
"327","R log & I log",3.26,8883455.58662823,2477.12712509894
"328","R log & I log",3.27,8883363.02664174,2515.3543176403
"329","R log & I log",3.28,8883269.83403878,2553.56035781523
"330","R log & I log",3.29,8883176.01090283,2591.74522624394
"331","R log & I log",3.3,8883081.55937954,2629.90890138141
"332","R log & I log",3.31,8882986.48166183,2668.05136357301
"333","R log & I log",3.32,8882890.77997634,2706.17259096191
"334","R log & I log",3.33,8882794.45657462,2744.27256355499
"335","R log & I log",3.34,8882697.51395251,2782.35125724716
"336","R log & I log",3.35,8882599.95404806,2820.40865460161
"337","R log & I log",3.36,8882501.77941355,2858.44473073855
"338","R log & I log",3.37,8882402.99204056,2896.45946752768
"339","R log & I log",3.38,8882303.59408595,2934.4528434972
"340","R log & I log",3.39,8882203.58808903,2972.42483526018
"341","R log & I log",3.4,8882102.9762332,3010.37542005941
"342","R log & I log",3.41,8882001.76088352,3048.30457677781
"343","R log & I log",3.42,8881899.94438495,3086.21227975683
"344","R log & I log",3.43,8881797.52901007,3124.09850882688
"345","R log & I log",3.44,8881694.51702953,3161.96324063086
"346","R log & I log",3.45,8881590.91071724,3199.80644942748
"347","R log & I log",3.46,8881486.71233643,3237.62811364074
"348","R log & I log",3.47,8881381.92414515,3275.42821098413
"349","R log & I log",3.48,8881276.54839331,3313.20671435299
"350","R log & I log",3.49,8881170.58732859,3350.96360557594
"351","R log & I log",3.5,8881064.04319477,3388.6988568816
"352","R log & I log",3.51,8880956.9182266,3426.41244365515
"353","R log & I log",3.52,8880849.21465559,3464.10434230097
"354","R log & I log",3.53,8880740.93470694,3501.7745298213
"355","R log & I log",3.54,8880632.08060121,3539.42298004713
"356","R log & I log",3.55,8880522.65455182,3577.04966631142
"357","R log & I log",3.56,8880412.65876566,3614.65456708648
"358","R log & I log",3.57,8880302.09544751,3652.2376589035
"359","R log & I log",3.58,8880190.96679782,3689.79890328994
"360","R log & I log",3.59,8880079.27499781,3727.33829461214
"361","R log & I log",3.6,8879967.02224603,3764.85579296843
"362","R log & I log",3.61,8879854.21071856,3802.35137617747
"363","R log & I log",3.62,8879740.84258929,3839.82501864077
"364","R log & I log",3.63,8879626.92002874,3877.27669548277
"365","R log & I log",3.64,8879512.44520243,3914.70637794631
"366","R log & I log",3.65,8879397.42026711,3952.11404190574
"367","R log & I log",3.66,8879281.84737867,3989.4996588567
"368","R log & I log",3.67,8879165.72868418,4026.86320260323
"369","R log & I log",3.68,8879049.06632726,4064.20464626322
"370","R log & I log",3.69,8878931.86244603,4101.52396037806
"371","R log & I log",3.7,8878814.11917011,4138.82112215778
"372","R log & I log",3.71,8878695.83863093,4176.09609815049
"373","R log & I log",3.72,8878577.02294533,4213.3488637688
"374","R log & I log",3.73,8878457.67422922,4250.57939379416
"375","R log & I log",3.74,8878337.7945961,4287.78765674198
"376","R log & I log",3.75,8878217.38615086,4324.97362532424
"377","R log & I log",3.76,8878096.45099329,4362.13727060453
"378","R log & I log",3.77,8877974.99121881,4399.27856517265
"379","R log & I log",3.78,8877853.00891683,4436.39748023758
"380","R log & I log",3.79,8877730.50617291,4473.49398737405
"381","R log & I log",3.8,8877607.48506643,4510.56805689726
"382","R log & I log",3.81,8877483.94767256,4547.6196600087
"383","R log & I log",3.82,8877359.89606017,4584.64876689618
"384","R log & I log",3.83,8877235.33229404,4621.65534860405
"385","R log & I log",3.84,8877110.25843279,4658.63937506268
"386","R log & I log",3.85,8876984.67653102,4695.60081699835
"387","R log & I log",3.86,8876858.58863724,4732.53964401355
"388","R log & I log",3.87,8876731.99679595,4769.45582651489
"389","R log & I log",3.88,8876604.90304558,4806.3493337946
"390","R log & I log",3.89,8876477.30942061,4843.22013595125
"391","R log & I log",3.9,8876349.21794946,4880.0682019703
"392","R log & I log",3.91,8876220.63065662,4916.89350164267
"393","R log & I log",3.92,8876091.5495606,4953.69600364769
"394","R log & I log",3.93,8875961.97667599,4990.47567747024
"395","R log & I log",3.94,8875831.91401142,5027.23249148565
"396","R log & I log",3.95,8875701.36357165,5063.9664148763
"397","R log & I log",3.96,8875570.32735552,5100.6774157118
"398","R log & I log",3.97,8875438.80735825,5137.36546282338
"399","R log & I log",3.98,8875306.80556876,5174.03052456066
"400","R log & I log",3.99,8875174.32397302,5210.67256862575
"401","R log & I log",4,8875041.36454968,5247.29156303367
"402","R log & I log",4.01,8874908.08010217,5283.87790295533
"403","R log & I log",4.02,8874772.79137363,5319.97509398062
"404","R log & I log",4.03,8874623.27470507,5361.89239073379
"405","R log & I log",4.04,8874446.37532,5420.7704798394
"406","R log & I log",4.05,8874239.50614817,5501.13338947298
"407","R log & I log",4.06,8874008.30258012,5600.1349326373
"408","R log & I log",4.07,8873760.48950798,5712.11673918042
"409","R log & I log",4.08,8873502.37419028,5831.91726425929
"410","R log & I log",4.09,8873238.04038673,5955.9562177719
"411","R log & I log",4.1,8872969.77274829,6082.10230698678
"412","R log & I log",4.11,8872698.70145334,6209.21854770353
"413","R log & I log",4.12,8872425.33715434,6336.73245515413
"414","R log & I log",4.13,8872149.87529482,6464.37638072056
"415","R log & I log",4.14,8871872.3732585,6592.02899752811
"416","R log & I log",4.15,8871592.8322513,6719.63821551073
"417","R log & I log",4.16,8871311.23671358,6847.18107438316
"418","R log & I log",4.17,8871027.56816792,6974.6486101692
"419","R log & I log",4.18,8870741.81205738,7102.03700131394
"420","R log & I log",4.19,8870453.95661837,7229.34381542855
"421","R log & I log",4.2,8870163.996234,7356.56886979245
"422","R log & I log",4.21,8869871.92809273,7483.71154961675
"423","R log & I log",4.22,8869577.7517134,7610.77143829787
"424","R log & I log",4.23,8869281.46913674,7737.74828705741
"425","R log & I log",4.24,8868983.08370375,7864.64181428984
"426","R log & I log",4.25,8868682.60040786,7991.45173891408
"427","R log & I log",4.26,8868380.02486221,8118.17778575309
"428","R log & I log",4.27,8868075.36334205,8244.8196818081
"429","R log & I log",4.28,8867768.62270045,8371.37715297257
"430","R log & I log",4.29,8867459.81020531,8497.84992390703
"431","R log & I log",4.3,8867148.93341183,8624.23771657506
"432","R log & I log",4.31,8866836.00007984,8750.54025174243
"433","R log & I log",4.32,8866521.01811649,8876.75724756139
"434","R log & I log",4.33,8866203.99553877,9002.88842065592
"435","R log & I log",4.34,8865884.94043802,9128.93348454576
"436","R log & I log",4.35,8865563.86097074,9254.89214974572
"437","R log & I log",4.36,8865240.76534046,9380.7641226121
"438","R log & I log",4.37,8864915.66178207,9506.54910332068
"439","R log & I log",4.38,8864588.55854957,9632.24678458901
"440","R log & I log",4.39,8864259.46391974,9757.85684835713
"441","R log & I log",4.4,8863928.38619018,9883.37896218722
"442","R log & I log",4.41,8863595.33368943,10008.8127731492
"443","R log & I log",4.42,8863260.31477885,10134.1579023465
"444","R log & I log",4.43,8862923.33786569,10259.4139357514
"445","R log & I log",4.44,8862584.41141674,10384.5804150332
"446","R log & I log",4.45,8862243.54397227,10509.6568247076
"447","R log & I log",4.46,8861900.74416672,10634.642578069
"448","R log & I log",4.47,8861556.02075209,10759.5370047384
"449","R log & I log",4.48,8861209.38262318,10884.3393309147
"450","R log & I log",4.49,8860860.83884474,11009.0486617214
"451","R log & I log",4.5,8860510.39868045,11133.6639615504
"452","R log & I log",4.51,8860158.07162626,11258.1840320161
"453","R log & I log",4.52,8859803.8674361,11382.6074946434
"454","R log & I log",4.53,8859447.79615626,11506.9327687223
"455","R log & I log",4.54,8859089.8681597,11631.1580483759
"456","R log & I log",4.55,8858730.09417446,11755.2812829807
"457","R log & I log",4.56,8858368.4853106,11879.3001620877
"458","R log & I log",4.57,8858005.05309475,12003.2120955635
"459","R log & I log",4.58,8857639.80948874,12127.014191935
"460","R log & I log",4.59,8857272.76690815,12250.7032588206
"461","R log & I log",4.6,8856903.93824805,12374.2757870568
"462","R log & I log",4.61,8856533.33690396,12497.7279325863
"463","R log & I log",4.62,8856160.97677555,12621.0555156226
"464","R log & I log",4.63,8855786.87226798,12744.2540291542
"465","R log & I log",4.64,8855411.03830206,12867.3186344369
"466","R log & I log",4.65,8855033.49031974,12990.2441573419
"467","R log & I log",4.66,8854654.24428052,13113.0250943967
"468","R log & I log",4.67,8854273.31665163,13235.6556241043
"469","R log & I log",4.68,8853890.72439856,13358.1296190057
"470","R log & I log",4.69,8853506.48497063,13480.4406565043
"471","R log & I log",4.7,8853120.61628733,13602.5820359815
"472","R log & I log",4.71,8852733.13671951,13724.546792115
"473","R log & I log",4.72,8852344.06506385,13846.3277164795
"474","R log & I log",4.73,8851953.42052238,13967.9173804527
"475","R log & I log",4.74,8851561.22268224,14089.3081496002
"476","R log & I log",4.75,8851167.49149033,14210.4922041244
"477","R log & I log",4.76,8850772.24722171,14331.4615636462
"478","R log & I log",4.77,8850375.51045151,14452.2081124842
"479","R log & I log",4.78,8849977.30202617,14572.7236225185
"480","R log & I log",4.79,8849577.64303715,14692.9997742261
"481","R log & I log",4.8,8849176.55479242,14813.0281772625
"482","R log & I log",4.81,8848774.05878743,14932.8003939977
"483","R log & I log",4.82,8848370.17667384,15052.307963213
"484","R log & I log",4.83,8847964.93023033,15171.5424233054
"485","R log & I log",4.84,8847558.34134142,15290.4953267888
"486","R log & I log",4.85,8847150.43196954,15409.1582620701
"487","R log & I log",4.86,8846741.22412652,15527.5228733427
"488","R log & I log",4.87,8846330.73984875,15645.5808795884
"489","R log & I log",4.88,8845919.00117364,15763.324090113
"490","R log & I log",4.89,8845506.03011788,15880.7444207346
