"label","time","transmission_investment"
"G log & I log",0,NA
"G log & I log",0.01,0
"G log & I log",0.02,0
"G log & I log",0.03,0
"G log & I log",0.04,0
"G log & I log",0.05,0
"G log & I log",0.06,0
"G log & I log",0.07,0
"G log & I log",0.08,0
"G log & I log",0.09,0
"G log & I log",0.1,0
"G log & I log",0.11,0
"G log & I log",0.12,0
"G log & I log",0.13,0
"G log & I log",0.14,0
"G log & I log",0.15,0
"G log & I log",0.16,0
"G log & I log",0.17,0
"G log & I log",0.18,0
"G log & I log",0.19,0
"G log & I log",0.2,0
"G log & I log",0.21,0
"G log & I log",0.22,0
"G log & I log",0.23,0
"G log & I log",0.24,0
"G log & I log",0.25,0
"G log & I log",0.26,0
"G log & I log",0.27,0
"G log & I log",0.28,0
"G log & I log",0.29,0
"G log & I log",0.3,0
"G log & I log",0.31,0
"G log & I log",0.32,0
"G log & I log",0.33,0
"G log & I log",0.34,0
"G log & I log",0.35,0
"G log & I log",0.36,0
"G log & I log",0.37,0
"G log & I log",0.38,0
"G log & I log",0.39,0
"G log & I log",0.4,0
"G log & I log",0.41,0
"G log & I log",0.42,0
"G log & I log",0.43,0
"G log & I log",0.44,0
"G log & I log",0.45,0
"G log & I log",0.46,0
"G log & I log",0.47,0
"G log & I log",0.48,0
"G log & I log",0.49,0
"G log & I log",0.5,0
"G log & I log",0.51,0
"G log & I log",0.52,0
"G log & I log",0.53,0
"G log & I log",0.54,0
"G log & I log",0.55,0
"G log & I log",0.56,0
"G log & I log",0.57,0
"G log & I log",0.58,0
"G log & I log",0.59,0
"G log & I log",0.6,0
"G log & I log",0.61,0
"G log & I log",0.62,0
"G log & I log",0.63,0
"G log & I log",0.64,0
"G log & I log",0.65,0
"G log & I log",0.66,0
"G log & I log",0.67,0
"G log & I log",0.68,0
"G log & I log",0.69,0
"G log & I log",0.7,0
"G log & I log",0.71,0
"G log & I log",0.72,0
"G log & I log",0.73,0
"G log & I log",0.74,0
"G log & I log",0.75,0
"G log & I log",0.76,0
"G log & I log",0.77,0
"G log & I log",0.78,0
"G log & I log",0.79,0
"G log & I log",0.8,0
"G log & I log",0.81,0
"G log & I log",0.82,0
"G log & I log",0.83,0
"G log & I log",0.84,0
"G log & I log",0.85,0
"G log & I log",0.86,0
"G log & I log",0.87,0
"G log & I log",0.88,0
"G log & I log",0.89,0
"G log & I log",0.9,0
"G log & I log",0.91,0
"G log & I log",0.92,0
"G log & I log",0.93,0
"G log & I log",0.94,0
"G log & I log",0.95,0
"G log & I log",0.96,0
"G log & I log",0.97,0
"G log & I log",0.98,0
"G log & I log",0.99,0
"G log & I log",1,0
"G log & I log",1.01,0.050625726256122
"G log & I log",1.02,0.0497740259134191
"G log & I log",1.03,0.0484073177773594
"G log & I log",1.04,0.0469476724966274
"G log & I log",1.05,0.0455161803978153
"G log & I log",1.06,0.0441442325649936
"G log & I log",1.07,0.0428374454628443
"G log & I log",1.08,0.041594328350314
"G log & I log",1.09,0.0404121971981434
"G log & I log",1.1,0.0392860916458958
"G log & I log",1.11,0.0382122290368644
"G log & I log",1.12,0.0371893935920967
"G log & I log",1.13,0.0362130644752765
"G log & I log",1.14,0.0352810041236615
"G log & I log",1.15,0.0343899459965458
"G log & I log",1.16,0.0335380002356947
"G log & I log",1.17,0.032722988939868
"G log & I log",1.18,0.0319427049052447
"G log & I log",1.19,0.0311952766310446
"G log & I log",1.2,0.0304788352839746
"G log & I log",1.21,0.0297915170574557
"G log & I log",1.22,0.0291317556658618
"G log & I log",1.23,0.028498130449419
"G log & I log",1.24,0.0278893220625388
"G log & I log",1.25,0.027304065455566
"G log & I log",1.26,0.0267411581633509
"G log & I log",1.27,0.0261994672624265
"G log & I log",1.28,0.0256779298388148
"G log & I log",1.29,0.0251755518789908
"G log & I log",1.3,0.0246914150048613
"G log & I log",1.31,0.0242246477426317
"G log & I log",1.32,0.0237744292363016
"G log & I log",1.33,0.0233399788115797
"G log & I log",1.34,0.0229205661847852
"G log & I log",1.35,0.0225155031834502
"G log & I log",1.36,0.022124142374841
"G log & I log",1.37,0.0217458726553335
"G log & I log",1.38,0.0213801157162
"G log & I log",1.39,0.0210263244002305
"G log & I log",1.4,0.0206839815055284
"G log & I log",1.41,0.0203525979643005
"G log & I log",1.42,0.0200317106827384
"G log & I log",1.43,0.019720880696893
"G log & I log",1.44,0.0194196917666162
"G log & I log",1.45,0.019127749119271
"G log & I log",1.46,0.0188446781505978
"G log & I log",1.47,0.0185701231372293
"G log & I log",1.48,0.0183037460720148
"G log & I log",1.49,0.0180452256337791
"G log & I log",1.5,0.0177942562335881
"G log & I log",1.51,0.0175505471009871
"G log & I log",1.52,0.0173138214181518
"G log & I log",1.53,0.0170838155183328
"G log & I log",1.54,0.0168602781466283
"G log & I log",1.55,0.0166429697695921
"G log & I log",1.56,0.016431661924915
"G log & I log",1.57,0.0162261366105421
"G log & I log",1.58,0.0160261857139212
"G log & I log",1.59,0.0158316104788395
"G log & I log",1.6,0.015642221005539
"G log & I log",1.61,0.0154578357808896
"G log & I log",1.62,0.0152782812369953
"G log & I log",1.63,0.015103391336883
"G log & I log",1.64,0.0149330071854435
"G log & I log",1.65,0.0147669766636004
"G log & I log",1.66,0.014605154083995
"G log & I log",1.67,0.0144473998668383
"G log & I log",1.68,0.0142935802346984
"G log & I log",1.69,0.0141435669249693
"G log & I log",1.7,0.0139972369188258
"G log & I log",1.71,0.0138544721855462
"G log & I log",1.72,0.0137151594412577
"G log & I log",1.73,0.0135791899211805
"G log & I log",1.74,0.0134464591645317
"G log & I log",1.75,0.013316866811271
"G log & I log",1.76,0.0131903164099504
"G log & I log",1.77,0.0130667152359858
"G log & I log",1.78,0.0129459741197092
"G log & I log",1.79,0.0128280072836079
"G log & I log",1.8,0.0127127321881897
"G log & I log",1.81,0.012600069385961
"G log & I log",1.82,0.0124899423830271
"G log & I log",1.83,0.0123822775078716
"G log & I log",1.84,0.0122770037868848
"G log & I log",1.85,0.0121740528262571
"G log & I log",1.86,0.0120733586998583
"G log & I log",1.87,0.0119748578427659
"G log & I log",1.88,0.0118784889501171
"G log & I log",1.89,0.0117841928809818
"G log & I log",1.9,0.0116919125669773
"G log & I log",1.91,0.011601592925355
"G log & I log",1.92,0.0115131807763125
"G log & I log",1.93,0.0114266247643026
"G log & I log",1.94,0.01134187528311
"G log & I log",1.95,0.0112588844045029
"G log & I log",1.96,0.0111776058102555
"G log & I log",1.97,0.011097994727368
"G log & I log",1.98,0.0110200078663102
"G log & I log",1.99,0.0109436033621273
"G log & I log",2,0.0108687407182617
"G log & I log",2.01,0.0107989197091148
"G log & I log",2.02,0.0107220400487544
"G log & I log",2.03,0.0105824384749025
"G log & I log",2.04,0.010402538789947
"G log & I log",2.05,0.0102106984871161
"G log & I log",2.06,0.010021118293976
"G log & I log",2.07,0.0098392225502994
"G log & I log",2.08,0.00966657800607514
"G log & I log",2.09,0.00950331765911631
"G log & I log",2.1,0.00934908638531191
"G log & I log",2.11,0.0092033947871429
"G log & I log",2.12,0.00906573803623814
"G log & I log",2.13,0.00893563320932371
"G log & I log",2.14,0.00881262495793476
"G log & I log",2.15,0.00869628606584745
"G log & I log",2.16,0.00858624248744229
"G log & I log",2.17,0.00848210920833294
"G log & I log",2.18,0.00838359668786232
"G log & I log",2.19,0.00829033526251501
"G log & I log",2.2,0.00820208220856274
"G log & I log",2.21,0.00811853842556179
"G log & I log",2.22,0.00803946406507695
"G log & I log",2.23,0.00796463288988171
"G log & I log",2.24,0.00789380058633
"G log & I log",2.25,0.00782676936930023
"G log & I log",2.26,0.00776338038661617
"G log & I log",2.27,0.00770345742440309
"G log & I log",2.28,0.00764682330037895
"G log & I log",2.29,0.00759330277885148
"G log & I log",2.3,0.00754274947949961
"G log & I log",2.31,0.00749503087699062
"G log & I log",2.32,0.00745002336207043
"G log & I log",2.33,0.00740760767803973
"G log & I log",2.34,0.00736766982236646
"G log & I log",2.35,0.00733010190008196
"G log & I log",2.36,0.0072948023051321
"G log & I log",2.37,0.0072616756546278
"G log & I log",2.38,0.00723063339160418
"G log & I log",2.39,0.00720159120905332
"G log & I log",2.4,0.00717446938459654
"G log & I log",2.41,0.00714919186731548
"G log & I log",2.42,0.00712568721170266
"G log & I log",2.43,0.0071038877717259
"G log & I log",2.44,0.00708372989093632
"G log & I log",2.45,0.00706515315051191
"G log & I log",2.46,0.00704810008714911
"G log & I log",2.47,0.00703251619549525
"G log & I log",2.48,0.00701834985318839
"G log & I log",2.49,0.00700555209389789
"G log & I log",2.5,0.00699407637155813
"G log & I log",2.51,0.00698387841024072
"G log & I log",2.52,0.00697491610581434
"G log & I log",2.53,0.00696714941678563
"G log & I log",2.54,0.00696054023422571
"G log & I log",2.55,0.0069550522573035
"G log & I log",2.56,0.00695065088996243
"G log & I log",2.57,0.00694730315136081
"G log & I log",2.58,0.00694497758857403
"G log & I log",2.59,0.00694364418993773
"G log & I log",2.6,0.00694327430362691
"G log & I log",2.61,0.0069438405637768
"G log & I log",2.62,0.00694531682240637
"G log & I log",2.63,0.00694767808486207
"G log & I log",2.64,0.00695090044837698
"G log & I log",2.65,0.00695496104437185
"G log & I log",2.66,0.00695983798470225
"G log & I log",2.67,0.00696551031132593
"G log & I log",2.68,0.00697195794883733
"G log & I log",2.69,0.00697916165964922
"G log & I log",2.7,0.00698710300182023
"G log & I log",2.71,0.00699576428940737
"G log & I log",2.72,0.00700512855514313
"G log & I log",2.73,0.00701517951521638
"G log & I log",2.74,0.00702590153603445
"G log & I log",2.75,0.00703727960284853
"G log & I log",2.76,0.00704929929015788
"G log & I log",2.77,0.00706194673374821
"G log & I log",2.78,0.00707520860427149
"G log & I log",2.79,0.0070890720822555
"G log & I log",2.8,0.00710352483447377
"G log & I log",2.81,0.00711855499157601
"G log & I log",2.82,0.00713415112692656
"G log & I log",2.83,0.00715030223654711
"G log & I log",2.84,0.00716699772011706
"G log & I log",2.85,0.0071842273629677
"G log & I log",2.86,0.00720198131899802
"G log & I log",2.87,0.00722025009447617
"G log & I log",2.88,0.00723902453265875
"G log & I log",2.89,0.00725829579919617
"G log & I log",2.9,0.00727805536825631
"G log & I log",2.91,0.0072982950093569
"G log & I log",2.92,0.00731900677483355
"G log & I log",2.93,0.00734018298793535
"G log & I log",2.94,0.00736181623148847
"G log & I log",2.95,0.00738389933712356
"G log & I log",2.96,0.00740642537500474
"G log & I log",2.97,0.0074293876440628
"G log & I log",2.98,0.00745277966267971
"G log & I log",2.99,0.00747659515982282
"G log & I log",3,0.00750082806658219
"G log & I log",3.01,0.0075253462458031
"G log & I log",3.02,0.00754989231099013
"G log & I log",3.03,0.00758723359037157
"G log & I log",3.04,0.00764499066766081
"G log & I log",3.05,0.00771995659896059
"G log & I log",3.06,0.00780692611000271
"G log & I log",3.07,0.00790209047885349
"G log & I log",3.08,0.0080032486014292
"G log & I log",3.09,0.00810925882480107
"G log & I log",3.1,0.00821954857423007
"G log & I log",3.11,0.00833382479177268
"G log & I log",3.12,0.00845191822970784
"G log & I log",3.13,0.0085737180478284
"G log & I log",3.14,0.00869914058163508
"G log & I log",3.15,0.00882812449116838
"G log & I log",3.16,0.0089605930583582
"G log & I log",3.17,0.00909650639071211
"G log & I log",3.18,0.00923580077184169
"G log & I log",3.19,0.00937843669011305
"G log & I log",3.2,0.0095243724363557
"G log & I log",3.21,0.00967356133443516
"G log & I log",3.22,0.00982596982268547
"G log & I log",3.23,0.00998156204622958
"G log & I log",3.24,0.0101403063240989
"G log & I log",3.25,0.0103021720854177
"G log & I log",3.26,0.0104671314072109
"G log & I log",3.27,0.0106351575851836
"G log & I log",3.28,0.010806225943618
"G log & I log",3.29,0.0109803130274762
"G log & I log",3.3,0.0111573969339217
"G log & I log",3.31,0.0113374568440669
"G log & I log",3.32,0.0115204731395889
"G log & I log",3.33,0.0117064271467467
"G log & I log",3.34,0.0118953011584488
"G log & I log",3.35,0.0120870782754023
"G log & I log",3.36,0.012281742383078
"G log & I log",3.37,0.012479278044436
"G log & I log",3.38,0.0126796704599794
"G log & I log",3.39,0.0128829053904309
"G log & I log",3.4,0.0130889691167771
"G log & I log",3.41,0.0132978483820233
"G log & I log",3.42,0.0135095303528718
"G log & I log",3.43,0.0137240025726584
"G log & I log",3.44,0.013941252926622
"G log & I log",3.45,0.0141612696037567
"G log & I log",3.46,0.0143840410669692
"G log & I log",3.47,0.0146095560220549
"G log & I log",3.48,0.0148378033914515
"G log & I log",3.49,0.0150687722882493
"G log & I log",3.5,0.0153024519937574
"G log & I log",3.51,0.0155388319359455
"G log & I log",3.52,0.0157779016703552
"G log & I log",3.53,0.0160196508619474
"G log & I log",3.54,0.0162640692688294
"G log & I log",3.55,0.0165111467270315
"G log & I log",3.56,0.0167608731367674
"G log & I log",3.57,0.0170132384496542
"G log & I log",3.58,0.0172682326571146
"G log & I log",3.59,0.01752584577965
"G log & I log",3.6,0.0177860678570917
"G log & I log",3.61,0.0180488889396403
"G log & I log",3.62,0.0183142990797261
"G log & I log",3.63,0.0185822883245298
"G log & I log",3.64,0.0188528467092199
"G log & I log",3.65,0.0191259642507546
"G log & I log",3.66,0.0194016309423097
"G log & I log",3.67,0.0196798367481828
"G log & I log",3.68,0.0199605715992271
"G log & I log",3.69,0.0202438253887223
"G log & I log",3.7,0.020529587968672
"G log & I log",3.71,0.0208178491464962
"G log & I log",3.72,0.021108598682093
"G log & I log",3.73,0.0214018262852264
"G log & I log",3.74,0.021697521613244
"G log & I log",3.75,0.0219956742690736
"G log & I log",3.76,0.022296273799504
"G log & I log",3.77,0.0225993096937098
"G log & I log",3.78,0.0229047713820159
"G log & I log",3.79,0.0232126482348653
"G log & I log",3.8,0.0235229295620192
"G log & I log",3.81,0.0238356046119104
"G log & I log",3.82,0.0241506625711978
"G log & I log",3.83,0.0244680925644565
"G log & I log",3.84,0.0247878836540497
"G log & I log",3.85,0.0251100248401123
"G log & I log",3.86,0.0254345050606675
"G log & I log",3.87,0.0257613131918855
"G log & I log",3.88,0.0260904380484081
"G log & I log",3.89,0.0264218683838316
"G log & I log",3.9,0.0267555928912214
"G log & I log",3.91,0.027091600203781
"G log & I log",3.92,0.0274298788955255
"G log & I log",3.93,0.027770417482105
"G log & I log",3.94,0.028113204421628
"G log & I log",3.95,0.0284582281156048
"G log & I log",3.96,0.0288054769098961
"G log & I log",3.97,0.0291549390957567
"G log & I log",3.98,0.0295066029108858
"G log & I log",3.99,0.0298604565405682
"G log & I log",4,0.0302164881188054
"G log & I log",4.01,0.0305748182402123
"G log & I log",4.02,0.0309274778322176
"G log & I log",4.03,0.0313437660206133
"G log & I log",4.04,0.0319569441517668
"G log & I log",4.05,0.0328029026155086
"G log & I log",4.06,0.0338378942302001
"G log & I log",4.07,0.0367535001777455
"G log & I log",4.08,0.0621301908773582
"G log & I log",4.09,0.0974175454374476
"G log & I log",4.1,0.133583025052336
"G log & I log",4.11,0.168334568871864
"G log & I log",4.12,0.20054565723976
"G log & I log",4.13,0.22979205732341
"G log & I log",4.14,0.256034293874512
"G log & I log",4.15,0.279417304545217
"G log & I log",4.16,0.300170402645181
"G log & I log",4.17,0.318549774820157
"G log & I log",4.18,0.334806229434503
"G log & I log",4.19,0.349174291379689
"G log & I log",4.2,0.361867307033348
"G log & I log",4.21,0.373074766993355
"G log & I log",4.22,0.382962314966726
"G log & I log",4.23,0.391678371871411
"G log & I log",4.24,0.399349455361921
"G log & I log",4.25,0.406088938031007
"G log & I log",4.26,0.411994260549683
"G log & I log",4.27,0.417152599652923
"G log & I log",4.28,0.421638841056153
"G log & I log",4.29,0.425519943337528
"G log & I log",4.3,0.428856034123122
"G log & I log",4.31,0.43169942693316
"G log & I log",4.32,0.434096114991316
"G log & I log",4.33,0.43608727146105
"G log & I log",4.34,0.437709957121299
"G log & I log",4.35,0.438997479123582
"G log & I log",4.36,0.439979746382677
"G log & I log",4.37,0.440683678778328
"G log & I log",4.38,0.441133599148166
"G log & I log",4.39,0.441351560615952
"G log & I log",4.4,0.441357610029061
"G log & I log",4.41,0.441170010005715
"G log & I log",4.42,0.440805433347419
"G log & I log",4.43,0.440279136093921
"G log & I log",4.44,0.439605108793914
"G log & I log",4.45,0.438796208874132
"G log & I log",4.46,0.437864275317099
"G log & I log",4.47,0.436820229858778
"G log & I log",4.48,0.435674165433186
"G log & I log",4.49,0.434435424991772
"G log & I log",4.5,0.433112670485156
"G log & I log",4.51,0.4317139446851
"G log & I log",4.52,0.430246725314196
"G log & I log",4.53,0.428717973956078
"G log & I log",4.54,0.427134178916086
"G log & I log",4.55,0.425501394298441
"G log & I log",4.56,0.423825274224171
"G log & I log",4.57,0.422111104331876
"G log & I log",4.58,0.420363829310968
"G log & I log",4.59,0.41858807853053
"G log & I log",4.6,0.416788188370773
"G log & I log",4.61,0.414968223270273
"G log & I log",4.62,0.413131993980481
"G log & I log",4.63,0.411283075014229
"G log & I log",4.64,0.409424819683851
"G log & I log",4.65,0.407560374705712
"G log & I log",4.66,0.40569269268394
"G log & I log",4.67,0.403824544453185
"G log & I log",4.68,0.401958529521168
"G log & I log",4.69,0.400097086600998
"G log & I log",4.7,0.398242502411844
"G log & I log",4.71,0.396396920753367
"G log & I log",4.72,0.39456234997638
"G log & I log",4.73,0.392740670875186
"G log & I log",4.74,0.390933643073599
"G log & I log",4.75,0.389142911952545
"G log & I log",4.76,0.387370014144567
"G log & I log",4.77,0.385616383667808
"G log & I log",4.78,0.383883356682402
"G log & I log",4.79,0.382172176967072
"G log & I log",4.8,0.380484000058706
"G log & I log",4.81,0.378819898179567
"G log & I log",4.82,0.377180863857429
"G log & I log",4.83,0.375567814389655
"G log & I log",4.84,0.373981595021944
"G log & I log",4.85,0.372422983018167
"G log & I log",4.86,0.370892773121922
"G log & I log",4.87,0.369391474584496
"G log & I log",4.88,0.367919740722716
"G log & I log",4.89,0.366478083003974
"G log & I log",4.9,0.365066991843171
"G log & I log",4.91,0.363686909316602
"G log & I log",4.92,0.362338224248293
"G log & I log",4.93,0.361021276965395
"G log & I log",4.94,0.359736362775503
"G log & I log",4.95,0.358483736143894
"G log & I log",4.96,0.357263612156256
"G log & I log",4.97,0.356076169436698
"G log & I log",4.98,0.354921551065351
"G log & I log",4.99,0.353799867304988
"G log & I log",5,0.352711196395333
"G log & I log",5.01,0.351547033924943
"G log & I log",5.02,0.351509886464091
"G log & I log",5.03,0.356723275100729
"G log & I log",5.04,0.367584983202479
"G log & I log",5.05,0.381745709426612
"G log & I log",5.06,0.396962759086422
"G log & I log",5.07,0.411867755723128
"G log & I log",5.08,0.425797564086805
"G log & I log",5.09,0.438454908715658
"G log & I log",5.1,0.449785195281333
"G log & I log",5.11,0.459868677558262
"G log & I log",5.12,0.468831846868589
"G log & I log",5.13,0.476808726863498
"G log & I log",5.14,0.483925802268853
"G log & I log",5.15,0.490292869400083
"G log & I log",5.16,0.496005982461006
"G log & I log",5.17,0.501147350556103
"G log & I log",5.18,0.505787447778067
"G log & I log",5.19,0.509985729310325
"G log & I log",5.2,0.513794688984659
"G log & I log",5.21,0.517259010043564
"G log & I log",5.22,0.520416129459594
"G log & I log",5.23,0.523300000093152
"G log & I log",5.24,0.525939811536558
"G log & I log",5.25,0.528363378734742
"G log & I log",5.26,0.530590763613337
"G log & I log",5.27,0.532643382473996
"G log & I log",5.28,0.534538790738226
"G log & I log",5.29,0.536293052525938
"G log & I log",5.3,0.537919999689174
"G log & I log",5.31,0.539432644666282
"G log & I log",5.32,0.540842425094756
"G log & I log",5.33,0.542159801888487
"G log & I log",5.34,0.543393828457672
"G log & I log",5.35,0.54455297491971
"G log & I log",5.36,0.545644992598926
"G log & I log",5.37,0.546676872289886
"G log & I log",5.38,0.547655008680048
"G log & I log",5.39,0.548585122236467
"G log & I log",5.4,0.549472647634563
"G log & I log",5.41,0.550322189520569
"G log & I log",5.42,0.551138602485679
"G log & I log",5.43,0.551925236580086
"G log & I log",5.44,0.55268688841632
"G log & I log",5.45,0.553426201694529
"G log & I log",5.46,0.554146123402977
"G log & I log",5.47,0.554849687352543
"G log & I log",5.48,0.555539427744967
"G log & I log",5.49,0.556217831402839
"G log & I log",5.5,0.556887335507628
"G log & I log",5.51,0.557549932975521
"G log & I log",5.52,0.558207385404053
"G log & I log",5.53,0.558861286005197
"G log & I log",5.54,0.559513124693034
"G log & I log",5.55,0.560164277284247
"G log & I log",5.56,0.560815996847186
"G log & I log",5.57,0.561469409398196
"G log & I log",5.58,0.562125521770152
"G log & I log",5.59,0.562785232229202
"G log & I log",5.6,0.56344934022482
"G log & I log",5.61,0.56411855362648
"G log & I log",5.62,0.564793494402005
"G log & I log",5.63,0.565474703783198
"G log & I log",5.64,0.56616265185836
"G log & I log",5.65,0.566857728313364
"G log & I log",5.66,0.567560259847089
"G log & I log",5.67,0.568270515193192
"G log & I log",5.68,0.56898870630816
"G log & I log",5.69,0.569714990817893
"G log & I log",5.7,0.570449475936607
"G log & I log",5.71,0.571192222623929
"G log & I log",5.72,0.571943249168805
"G log & I log",5.73,0.572702534308223
"G log & I log",5.74,0.573470020078681
"G log & I log",5.75,0.574245614612523
"G log & I log",5.76,0.575029194809973
"G log & I log",5.77,0.575820608917965
"G log & I log",5.78,0.576619678932921
"G log & I log",5.79,0.577426202904341
"G log & I log",5.8,0.578239957085713
"G log & I log",5.81,0.57906069800947
"G log & I log",5.82,0.579888164423537
"G log & I log",5.83,0.580722079158824
"G log & I log",5.84,0.581562150865389
"G log & I log",5.85,0.582408075686858
"G log & I log",5.86,0.583259538256042
"G log & I log",5.87,0.584116214216712
"G log & I log",5.88,0.584977771414608
"G log & I log",5.89,0.585843871072567
"G log & I log",5.9,0.586714168853975
"G log & I log",5.91,0.587588315962206
"G log & I log",5.92,0.588465960232154
"G log & I log",5.93,0.589346747243058
"G log & I log",5.94,0.590230321309893
"G log & I log",5.95,0.591116326416763
"G log & I log",5.96,0.592004407030122
"G log & I log",5.97,0.592894208890582
"G log & I log",5.98,0.593785379714695
"G log & I log",5.99,0.594677569885127
"G log & I log",6,0.595570433051718
"G log & I log",6.01,0.596450326523923
"G log & I log",6.02,0.597414529006823
"G log & I log",6.03,0.599487984820435
"G log & I log",6.04,0.603586273406942
"G log & I log",6.05,0.609431739422006
"G log & I log",6.06,0.616140025804646
"G log & I log",6.07,0.622910253145714
"G log & I log",6.08,0.629265860349815
"G log & I log",6.09,0.635005081678641
"G log & I log",6.1,0.640084306668065
"G log & I log",6.11,0.644544277453885
"G log & I log",6.12,0.648459129585954
"G log & I log",6.13,0.651907880602853
"G log & I log",6.14,0.654962153271854
"G log & I log",6.15,0.65768228650338
"G log & I log",6.16,0.660118308271884
"G log & I log",6.17,0.662311648153802
"G log & I log",6.18,0.66429493438338
"G log & I log",6.19,0.666096239388292
"G log & I log",6.2,0.6677381071577
"G log & I log",6.21,0.669238871553612
"G log & I log",6.22,0.670615061834434
"G log & I log",6.23,0.671879585501278
"G log & I log",6.24,0.673044273790957
"G log & I log",6.25,0.674118175367866
"G log & I log",6.26,0.675110047122751
"G log & I log",6.27,0.676026793108053
"G log & I log",6.28,0.676874809581873
"G log & I log",6.29,0.677659520964791
"G log & I log",6.3,0.678385732210862
"G log & I log",6.31,0.679057464550992
"G log & I log",6.32,0.67967863804439
"G log & I log",6.33,0.680252449691499
"G log & I log",6.34,0.68078183732807
"G log & I log",6.35,0.681269480612201
"G log & I log",6.36,0.68171752700652
"G log & I log",6.37,0.682128409876781
"G log & I log",6.38,0.68250374716945
"G log & I log",6.39,0.682845083592443
"G log & I log",6.4,0.683154186556401
"G log & I log",6.41,0.683432617701629
"G log & I log",6.42,0.683681662099289
"G log & I log",6.43,0.683902450820284
"G log & I log",6.44,0.684096052372585
"G log & I log",6.45,0.684263485099068
"G log & I log",6.46,0.684405701549973
"G log & I log",6.47,0.684523583235697
"G log & I log",6.48,0.684617948179778
"G log & I log",6.49,0.684689562147067
"G log & I log",6.5,0.684739149437097
"G log & I log",6.51,0.684767393467656
"G log & I log",6.52,0.684774939034205
"G log & I log",6.53,0.684762400961314
"G log & I log",6.54,0.684730367604436
"G log & I log",6.55,0.684679402681221
"G log & I log",6.56,0.684610046843459
"G log & I log",6.57,0.684522820231015
"G log & I log",6.58,0.68441822570755
"G log & I log",6.59,0.684296751007762
"G log & I log",6.6,0.684158870119522
"G log & I log",6.61,0.684005044538427
"G log & I log",6.62,0.683835724683557
"G log & I log",6.63,0.683651351198344
"G log & I log",6.64,0.683452356018699
"G log & I log",6.65,0.683239163174187
"G log & I log",6.66,0.683012189502286
"G log & I log",6.67,0.682771845322772
"G log & I log",6.68,0.682518535066956
"G log & I log",6.69,0.682252657772042
"G log & I log",6.7,0.681974607479718
"G log & I log",6.71,0.681684773555524
"G log & I log",6.72,0.681383540981106
"G log & I log",6.73,0.681071290589008
"G log & I log",6.74,0.680748399255604
"G log & I log",6.75,0.680415240033216
"G log & I log",6.76,0.680072182255853
"G log & I log",6.77,0.679719591604622
"G log & I log",6.78,0.67935783015669
"G log & I log",6.79,0.678987256397989
"G log & I log",6.8,0.6786082252219
"G log & I log",6.81,0.678221087900255
"G log & I log",6.82,0.677826192048103
"G log & I log",6.83,0.677423881566397
"G log & I log",6.84,0.677014496581663
"G log & I log",6.85,0.67659837336802
"G log & I log",6.86,0.676175844271643
"G log & I log",6.87,0.67574723761612
"G log & I log",6.88,0.675312877614132
"G log & I log",6.89,0.674873084273186
"G log & I log",6.9,0.674428173312047
"G log & I log",6.91,0.673978456062652
"G log & I log",6.92,0.673524239009993
"G log & I log",6.93,0.673065824921992
"G log & I log",6.94,0.672603511528824
"G log & I log",6.95,0.67213759147593
"G log & I log",6.96,0.671668352627264
"G log & I log",6.97,0.671196077855085
"G log & I log",6.98,0.670721045553591
"G log & I log",6.99,0.670243528888337
"G log & I log",7,0.66976379570669
"G log & I log",7.01,0.669281876038208
"G log & I log",7.02,0.668797308943603
"G log & I log",7.03,0.668355292562839
"G log & I log",7.04,0.668049756966305
"G log & I log",7.05,0.667843773018117
"G log & I log",7.06,0.667554515041546
"G log & I log",7.07,0.667009223742165
"G log & I log",7.08,0.666113053534678
"G log & I log",7.09,0.664709426747567
"G log & I log",7.1,0.66263836677769
"G log & I log",7.11,0.659903847107857
"G log & I log",7.12,0.656669008025168
"G log & I log",7.13,0.653152360086517
"G log & I log",7.14,0.649541178553137
"G log & I log",7.15,0.645968195264857
"G log & I log",7.16,0.642514153892981
"G log & I log",7.17,0.63922419037814
"G log & I log",7.18,0.636121221014108
"G log & I log",7.19,0.63321611360927
"G log & I log",7.2,0.630507831397598
"G log & I log",7.21,0.62798964159263
"G log & I log",7.22,0.625651203025934
"G log & I log",7.23,0.62348078912835
"G log & I log",7.24,0.621466208481625
"G log & I log",7.25,0.61959578764561
"G log & I log",7.26,0.617858383591718
"G log & I log",7.27,0.616243618838697
"G log & I log",7.28,0.614741926007056
"G log & I log",7.29,0.61334450725623
"G log & I log",7.3,0.61204341811385
"G log & I log",7.31,0.61083129173698
"G log & I log",7.32,0.609701583406519
"G log & I log",7.33,0.608648300133519
"G log & I log",7.34,0.607665788339706
"G log & I log",7.35,0.606749135761708
"G log & I log",7.36,0.605893390769863
"G log & I log",7.37,0.605095914051401
"G log & I log",7.38,0.604351070451004
"G log & I log",7.39,0.603656130133645
"G log & I log",7.4,0.603008103234681
"G log & I log",7.41,0.602403401431961
"G log & I log",7.42,0.601839921398906
"G log & I log",7.43,0.601314729301516
"G log & I log",7.44,0.600825732437094
"G log & I log",7.45,0.600370784752458
"G log & I log",7.46,0.599947528845313
"G log & I log",7.47,0.599554437588457
"G log & I log",7.48,0.59918995072572
"G log & I log",7.49,0.59885223065852
"G log & I log",7.5,0.598539611099236
"G log & I log",7.51,0.598250680667523
"G log & I log",7.52,0.597984163106036
"G log & I log",7.53,0.597738831039707
