"label","fitness_optimized","fitness_randomized"
"Gametocyte log (G log)",9.561373,2.23775301370415
"Gametocyte log (G log)",9.561373,0.00443107404295374
"Gametocyte log (G log)",9.561373,7.71670895375288e-46
"Gametocyte log (G log)",9.561373,7.33332035792449e-34
"Gametocyte log (G log)",9.561373,0.00441891398939044
"Gametocyte log (G log)",9.561373,0.0067742573910533
"Gametocyte log (G log)",9.561373,4.62822627537881e-61
"Gametocyte log (G log)",9.561373,2.85854991130237
"Gametocyte log (G log)",9.561373,0.00399825926841567
"Gametocyte log (G log)",9.561373,0.00019602705566265
"Gametocyte log (G log)",9.561373,1.18699177783855e-15
"Gametocyte log (G log)",9.561373,0.00443477315491431
"Gametocyte log (G log)",9.561373,2.85585661680827e-10
"Gametocyte log (G log)",9.561373,7.97123843807604e-85
"Gametocyte log (G log)",9.561373,4.79065590277605e-98
"Gametocyte log (G log)",9.561373,7.73413995072076e-50
"Gametocyte log (G log)",9.561373,0.00441569297935797
"Gametocyte log (G log)",9.561373,0.00498047576520546
"Gametocyte log (G log)",9.561373,1.46035756510413e-09
"Gametocyte log (G log)",9.561373,0.0527045231050981
"Gametocyte log (G log)",9.561373,0.0045106646186565
"Gametocyte log (G log)",9.561373,0.00439463547728788
"Gametocyte log (G log)",9.561373,0.00731153550857861
"Gametocyte log (G log)",9.561373,3.8537746222311e-06
"Gametocyte log (G log)",9.561373,0.0044008007731696
"Gametocyte log (G log)",9.561373,0.00439988348029185
"Gametocyte log (G log)",9.561373,3.14983845935583
"Gametocyte log (G log)",9.561373,0.00448731700375184
"Gametocyte log (G log)",9.561373,2.7792033695531e-13
"Gametocyte log (G log)",9.561373,3.98196043457868e-78
"Gametocyte log (G log)",9.561373,1.81223191562113
"Gametocyte log (G log)",9.561373,0.00474198565780978
"Gametocyte log (G log)",9.561373,1.8332691712037e-06
"Gametocyte log (G log)",9.561373,9.78513631888603e-06
"Gametocyte log (G log)",9.561373,2.51123011329222e-14
"Gametocyte log (G log)",9.561373,0.00456826089816572
"Gametocyte log (G log)",9.561373,4.44785353475613e-55
"Gametocyte log (G log)",9.561373,0.168034201389647
"Gametocyte log (G log)",9.561373,0.00558343742498743
"Gametocyte log (G log)",9.561373,0.00454694861537124
"Gametocyte log (G log)",9.561373,2.07880465017976e-71
"Gametocyte log (G log)",9.561373,0.0198713686985496
"Gametocyte log (G log)",9.561373,0.619713617035206
"Gametocyte log (G log)",9.561373,0.000268912627155883
"Gametocyte log (G log)",9.561373,4.20051388637785
"Gametocyte log (G log)",9.561373,6.40677559613007e-34
"Gametocyte log (G log)",9.561373,3.66325479185787
"Gametocyte log (G log)",9.561373,0.0148265958904899
"Gametocyte log (G log)",9.561373,1.54883408806693
"Gametocyte log (G log)",9.561373,9.59150138999251e-16
"Gametocyte log (G log)",9.561373,0.388921698409037
"Gametocyte log (G log)",9.561373,0.00439772531948499
"Gametocyte log (G log)",9.561373,3.35652963018818e-14
"Gametocyte log (G log)",9.561373,0.317319337294058
