"label","iter","parameter","value"
"Activation indis (ψn)",543,"iota_N1",38.0446256
"Activation targeted (ψw)",543,"iota_N2",0.79151266
"Half-life indis (ϕn)",543,"phi_N1",0.0123163
"Half-life targeted (ϕw)",543,"phi_N2",257.941787
"RBC replenishment (ρ)",544,"rho",0.31951129
"Burst size (β)",544,"burst",4.76284335
"Activation indis (ψn)",544,"iota_N1",20.1125129
"Activation targeted (ψw)",544,"iota_N2",0.63826944
"Half-life indis (ϕn)",544,"phi_N1",0.01417973
"Half-life targeted (ϕw)",544,"phi_N2",36.4447397
"RBC replenishment (ρ)",545,"rho",0.12597646
"Burst size (β)",545,"burst",4.6326122
"Activation indis (ψn)",545,"iota_N1",103.734591
"Activation targeted (ψw)",545,"iota_N2",1.97642558
"Half-life indis (ϕn)",545,"phi_N1",0.01410101
"Half-life targeted (ϕw)",545,"phi_N2",328.074338
"RBC replenishment (ρ)",546,"rho",0.3121342
"Burst size (β)",546,"burst",5.9513886
"Activation indis (ψn)",546,"iota_N1",75.3051023
"Activation targeted (ψw)",546,"iota_N2",2.03807367
"Half-life indis (ϕn)",546,"phi_N1",0.01368142
"Half-life targeted (ϕw)",546,"phi_N2",493.620461
"RBC replenishment (ρ)",547,"rho",0.34974053
"Burst size (β)",547,"burst",5.58034945
"Activation indis (ψn)",547,"iota_N1",53.1374722
"Activation targeted (ψw)",547,"iota_N2",1.15260371
"Half-life indis (ϕn)",547,"phi_N1",0.01148222
"Half-life targeted (ϕw)",547,"phi_N2",158.45752
"RBC replenishment (ρ)",548,"rho",0.30860084
"Burst size (β)",548,"burst",3.96628252
"Activation indis (ψn)",548,"iota_N1",31.1060777
"Activation targeted (ψw)",548,"iota_N2",0.82122644
"Half-life indis (ϕn)",548,"phi_N1",0.02147338
"Half-life targeted (ϕw)",548,"phi_N2",125.95497
"RBC replenishment (ρ)",549,"rho",0.31141694
"Burst size (β)",549,"burst",3.98503815
"Activation indis (ψn)",549,"iota_N1",16.0302889
"Activation targeted (ψw)",549,"iota_N2",0.85307465
"Half-life indis (ϕn)",549,"phi_N1",0.01977135
"Half-life targeted (ϕw)",549,"phi_N2",94.750717
"RBC replenishment (ρ)",550,"rho",0.38987412
"Burst size (β)",550,"burst",4.85244532
"Activation indis (ψn)",550,"iota_N1",9.68795649
"Activation targeted (ψw)",550,"iota_N2",0.41652584
"Half-life indis (ϕn)",550,"phi_N1",0.01179363
"Half-life targeted (ϕw)",550,"phi_N2",131.388043
"RBC replenishment (ρ)",551,"rho",0.24068779
"Burst size (β)",551,"burst",4.68158934
"Activation indis (ψn)",551,"iota_N1",71.3621196
"Activation targeted (ψw)",551,"iota_N2",1.69879928
"Half-life indis (ϕn)",551,"phi_N1",0.044903
"Half-life targeted (ϕw)",551,"phi_N2",67.5075515
"RBC replenishment (ρ)",552,"rho",0.47763383
"Burst size (β)",552,"burst",6.18856993
"Activation indis (ψn)",552,"iota_N1",35.7901491
"Activation targeted (ψw)",552,"iota_N2",2.21221902
"Half-life indis (ϕn)",552,"phi_N1",0.02988566
"Half-life targeted (ϕw)",552,"phi_N2",242.914857
"RBC replenishment (ρ)",553,"rho",0.35489542
"Burst size (β)",553,"burst",5.22478854
"Activation indis (ψn)",553,"iota_N1",21.3127407
"Activation targeted (ψw)",553,"iota_N2",1.05480295
"Half-life indis (ϕn)",553,"phi_N1",0.04248659
"Half-life targeted (ϕw)",553,"phi_N2",348.110903
"RBC replenishment (ρ)",554,"rho",0.43280451
"Burst size (β)",554,"burst",3.96602119
"Activation indis (ψn)",554,"iota_N1",35.6704553
"Activation targeted (ψw)",554,"iota_N2",0.57153162
"Half-life indis (ϕn)",554,"phi_N1",0.0323402
"Half-life targeted (ϕw)",554,"phi_N2",420.658235
"RBC replenishment (ρ)",555,"rho",0.33815716
"Burst size (β)",555,"burst",4.04875557
"Activation indis (ψn)",555,"iota_N1",31.2172643
"Activation targeted (ψw)",555,"iota_N2",0.81726213
"Half-life indis (ϕn)",555,"phi_N1",0.01923354
"Half-life targeted (ϕw)",555,"phi_N2",424.169812
"RBC replenishment (ρ)",556,"rho",0.33000058
"Burst size (β)",556,"burst",4.97701443
"Activation indis (ψn)",556,"iota_N1",54.9758189
"Activation targeted (ψw)",556,"iota_N2",0.50683338
"Half-life indis (ϕn)",556,"phi_N1",0.00372377
"Half-life targeted (ϕw)",556,"phi_N2",2389.08793
"RBC replenishment (ρ)",557,"rho",0.30790393
"Burst size (β)",557,"burst",4.63926353
"Activation indis (ψn)",557,"iota_N1",35.3090142
"Activation targeted (ψw)",557,"iota_N2",2.04269236
"Half-life indis (ϕn)",557,"phi_N1",0.08373934
"Half-life targeted (ϕw)",557,"phi_N2",964.596888
"RBC replenishment (ρ)",558,"rho",0.40748189
"Burst size (β)",558,"burst",6.0721351
"Activation indis (ψn)",558,"iota_N1",46.1299403
"Activation targeted (ψw)",558,"iota_N2",2.19625271
"Half-life indis (ϕn)",558,"phi_N1",0.02615556
"Half-life targeted (ϕw)",558,"phi_N2",436.278795
"RBC replenishment (ρ)",559,"rho",0.20236309
"Burst size (β)",559,"burst",5.3952392
"Activation indis (ψn)",559,"iota_N1",36.4390683
"Activation targeted (ψw)",559,"iota_N2",1.21316881
"Half-life indis (ϕn)",559,"phi_N1",0.01091843
"Half-life targeted (ϕw)",559,"phi_N2",1112.72805
"RBC replenishment (ρ)",560,"rho",0.27380831
"Burst size (β)",560,"burst",3.99789811
"Activation indis (ψn)",560,"iota_N1",14.0011301
"Activation targeted (ψw)",560,"iota_N2",0.74074619
"Half-life indis (ϕn)",560,"phi_N1",0.05050694
"Half-life targeted (ϕw)",560,"phi_N2",1510.46161
"RBC replenishment (ρ)",561,"rho",0.30435877
"Burst size (β)",561,"burst",3.87555814
"Activation indis (ψn)",561,"iota_N1",12.1659699
"Activation targeted (ψw)",561,"iota_N2",0.86149527
"Half-life indis (ϕn)",561,"phi_N1",0.04418259
"Half-life targeted (ϕw)",561,"phi_N2",5079.84532
"RBC replenishment (ρ)",562,"rho",0.3457067
"Burst size (β)",562,"burst",4.80516759
"Activation indis (ψn)",562,"iota_N1",15.3952325
"Activation targeted (ψw)",562,"iota_N2",0.42949967
"Half-life indis (ϕn)",562,"phi_N1",0.01010042
"Half-life targeted (ϕw)",562,"phi_N2",2461.25633
"RBC replenishment (ρ)",563,"rho",0.23065465
"Burst size (β)",563,"burst",4.65408873
"Activation indis (ψn)",563,"iota_N1",24.5384107
"Activation targeted (ψw)",563,"iota_N2",1.88893221
"Half-life indis (ϕn)",563,"phi_N1",0.08747335
"Half-life targeted (ϕw)",563,"phi_N2",788.149823
"RBC replenishment (ρ)",564,"rho",0.45721051
"Burst size (β)",564,"burst",6.12416884
"Activation indis (ψn)",564,"iota_N1",14.4336489
"Activation targeted (ψw)",564,"iota_N2",2.11408623
"Half-life indis (ϕn)",564,"phi_N1",0.10532269
"Half-life targeted (ϕw)",564,"phi_N2",2647.78805
"RBC replenishment (ρ)",565,"rho",0.28503487
"Burst size (β)",565,"burst",5.5393889
"Activation indis (ψn)",565,"iota_N1",14.7149771
"Activation targeted (ψw)",565,"iota_N2",0.98598119
"Half-life indis (ϕn)",565,"phi_N1",0.03439255
"Half-life targeted (ϕw)",565,"phi_N2",1861.64477
"RBC replenishment (ρ)",566,"rho",0.31141399
"Burst size (β)",566,"burst",4.24424205
"Activation indis (ψn)",566,"iota_N1",5.51746779
"Activation targeted (ψw)",566,"iota_N2",0.70691284
"Half-life indis (ϕn)",566,"phi_N1",0.0915499
"Half-life targeted (ϕw)",566,"phi_N2",158.730382
"RBC replenishment (ρ)",567,"rho",0.35740746
"Burst size (β)",567,"burst",4.12193121
"Activation indis (ψn)",567,"iota_N1",4.65207089
"Activation targeted (ψw)",567,"iota_N2",0.80133569
"Half-life indis (ϕn)",567,"phi_N1",0.08044537
"Half-life targeted (ϕw)",567,"phi_N2",239.917567
"RBC replenishment (ρ)",568,"rho",0.38863432
"Burst size (β)",568,"burst",4.83136701
"Activation indis (ψn)",568,"iota_N1",3.95409919
"Activation targeted (ψw)",568,"iota_N2",0.48927456
"Half-life indis (ϕn)",568,"phi_N1",0.06065536
"Half-life targeted (ϕw)",568,"phi_N2",86.1413955
"RBC replenishment (ρ)",569,"rho",0.24219488
"Burst size (β)",569,"burst",4.50290322
"Activation indis (ψn)",569,"iota_N1",13.0789121
"Activation targeted (ψw)",569,"iota_N2",2.3971424
"Half-life indis (ϕn)",569,"phi_N1",0.22712585
"Half-life targeted (ϕw)",569,"phi_N2",2154.84764
"RBC replenishment (ρ)",570,"rho",0.45672273
"Burst size (β)",570,"burst",5.98902867
"Activation indis (ψn)",570,"iota_N1",5.76685522
"Activation targeted (ψw)",570,"iota_N2",2.00795457
"Half-life indis (ϕn)",570,"phi_N1",0.22805283
"Half-life targeted (ϕw)",570,"phi_N2",556.966831
"RBC replenishment (ρ)",571,"rho",0.4235853
"Burst size (β)",571,"burst",5.61011171
"Activation indis (ψn)",571,"iota_N1",4.00621152
"Activation targeted (ψw)",571,"iota_N2",0.97376758
"Half-life indis (ϕn)",571,"phi_N1",0.21889304
"Half-life targeted (ϕw)",571,"phi_N2",213.258477
"RBC replenishment (ρ)",572,"rho",0.24353545
"Burst size (β)",572,"burst",3.95316818
"Activation indis (ψn)",572,"iota_N1",34.9640566
"Activation targeted (ψw)",572,"iota_N2",0.95460544
"Half-life indis (ϕn)",572,"phi_N1",0.01632511
"Half-life targeted (ϕw)",572,"phi_N2",4607.63558
"RBC replenishment (ρ)",573,"rho",0.23563404
"Burst size (β)",573,"burst",3.87479799
"Activation indis (ψn)",573,"iota_N1",23.1041031
"Activation targeted (ψw)",573,"iota_N2",0.92815724
"Half-life indis (ϕn)",573,"phi_N1",0.01602788
"Half-life targeted (ϕw)",573,"phi_N2",660.943708
"RBC replenishment (ρ)",574,"rho",0.38833611
"Burst size (β)",574,"burst",4.75005973
"Activation indis (ψn)",574,"iota_N1",25.735001
"Activation targeted (ψw)",574,"iota_N2",0.59736689
"Half-life indis (ϕn)",574,"phi_N1",0.0176032
"Half-life targeted (ϕw)",574,"phi_N2",802.417978
"RBC replenishment (ρ)",575,"rho",0.19705761
"Burst size (β)",575,"burst",4.80620027
"Activation indis (ψn)",575,"iota_N1",41.6567203
"Activation targeted (ψw)",575,"iota_N2",1.94872261
"Half-life indis (ϕn)",575,"phi_N1",0.04915988
"Half-life targeted (ϕw)",575,"phi_N2",1819.76654
"RBC replenishment (ρ)",576,"rho",0.47491489
"Burst size (β)",576,"burst",6.01818569
"Activation indis (ψn)",576,"iota_N1",56.3834654
"Activation targeted (ψw)",576,"iota_N2",2.26860726
"Half-life indis (ϕn)",576,"phi_N1",0.02486085
"Half-life targeted (ϕw)",576,"phi_N2",3313.8894
"RBC replenishment (ρ)",577,"rho",0.35925884
"Burst size (β)",577,"burst",5.51736793
"Activation indis (ψn)",577,"iota_N1",27.1068777
"Activation targeted (ψw)",577,"iota_N2",1.20118438
"Half-life indis (ϕn)",577,"phi_N1",0.02098764
"Half-life targeted (ϕw)",577,"phi_N2",2988.02112
"RBC replenishment (ρ)",578,"rho",0.28637466
"Burst size (β)",578,"burst",4.06992304
"Activation indis (ψn)",578,"iota_N1",13.7080848
"Activation targeted (ψw)",578,"iota_N2",0.8243535
"Half-life indis (ϕn)",578,"phi_N1",0.03882608
"Half-life targeted (ϕw)",578,"phi_N2",2084.86279
"RBC replenishment (ρ)",579,"rho",0.31089973
"Burst size (β)",579,"burst",3.98204564
"Activation indis (ψn)",579,"iota_N1",15.366147
"Activation targeted (ψw)",579,"iota_N2",0.78649672
"Half-life indis (ϕn)",579,"phi_N1",0.03205993
"Half-life targeted (ϕw)",579,"phi_N2",2238.98818
"RBC replenishment (ρ)",580,"rho",0.38949769
"Burst size (β)",580,"burst",4.88877829
"Activation indis (ψn)",580,"iota_N1",10.7720514
"Activation targeted (ψw)",580,"iota_N2",0.43746684
"Half-life indis (ϕn)",580,"phi_N1",0.01562122
"Half-life targeted (ϕw)",580,"phi_N2",335.55058
"RBC replenishment (ρ)",581,"rho",0.18334292
"Burst size (β)",581,"burst",4.60083836
"Activation indis (ψn)",581,"iota_N1",18.0097233
"Activation targeted (ψw)",581,"iota_N2",2.06917723
"Half-life indis (ϕn)",581,"phi_N1",0.10370767
"Half-life targeted (ϕw)",581,"phi_N2",2791.68835
"RBC replenishment (ρ)",582,"rho",0.44552754
"Burst size (β)",582,"burst",6.25333075
"Activation indis (ψn)",582,"iota_N1",22.5267796
"Activation targeted (ψw)",582,"iota_N2",1.60011221
"Half-life indis (ϕn)",582,"phi_N1",0.03355711
"Half-life targeted (ϕw)",582,"phi_N2",2241.4693
"RBC replenishment (ρ)",583,"rho",0.29742925
"Burst size (β)",583,"burst",5.70350342
"Activation indis (ψn)",583,"iota_N1",14.2979591
"Activation targeted (ψw)",583,"iota_N2",0.78798102
"Half-life indis (ϕn)",583,"phi_N1",0.01858976
"Half-life targeted (ϕw)",583,"phi_N2",4887.983
"RBC replenishment (ρ)",584,"rho",0.2460119
"Burst size (β)",584,"burst",4.02916363
"Activation indis (ψn)",584,"iota_N1",10.6830887
"Activation targeted (ψw)",584,"iota_N2",0.93663886
"Half-life indis (ϕn)",584,"phi_N1",0.04536936
"Half-life targeted (ϕw)",584,"phi_N2",261.327651
"RBC replenishment (ρ)",585,"rho",0.33598444
"Burst size (β)",585,"burst",3.92750634
"Activation indis (ψn)",585,"iota_N1",14.5099062
"Activation targeted (ψw)",585,"iota_N2",0.65229342
"Half-life indis (ϕn)",585,"phi_N1",0.03148062
"Half-life targeted (ϕw)",585,"phi_N2",35.0443356
"RBC replenishment (ρ)",586,"rho",0.33333538
"Burst size (β)",586,"burst",4.63862552
"Activation indis (ψn)",586,"iota_N1",8.31817892
"Activation targeted (ψw)",586,"iota_N2",0.57327899
"Half-life indis (ϕn)",586,"phi_N1",0.02445681
"Half-life targeted (ϕw)",586,"phi_N2",96.3232082
"RBC replenishment (ρ)",587,"rho",0.22522873
"Burst size (β)",587,"burst",4.73453208
"Activation indis (ψn)",587,"iota_N1",13.1526473
"Activation targeted (ψw)",587,"iota_N2",2.30763107
"Half-life indis (ϕn)",587,"phi_N1",0.16343627
"Half-life targeted (ϕw)",587,"phi_N2",3280.77616
"RBC replenishment (ρ)",588,"rho",0.3672356
"Burst size (β)",588,"burst",6.02249979
"Activation indis (ψn)",588,"iota_N1",18.488646
"Activation targeted (ψw)",588,"iota_N2",1.68682733
"Half-life indis (ϕn)",588,"phi_N1",0.05246635
"Half-life targeted (ϕw)",588,"phi_N2",695.672736
"RBC replenishment (ρ)",589,"rho",0.37732858
"Burst size (β)",589,"burst",5.52383094
"Activation indis (ψn)",589,"iota_N1",13.3038848
"Activation targeted (ψw)",589,"iota_N2",0.87544965
"Half-life indis (ϕn)",589,"phi_N1",0.03614001
"Half-life targeted (ϕw)",589,"phi_N2",748.337694
"RBC replenishment (ρ)",590,"rho",0.2843034
"Burst size (β)",590,"burst",3.99822725
"Activation indis (ψn)",590,"iota_N1",159.120738
"Activation targeted (ψw)",590,"iota_N2",0.95464386
"Half-life indis (ϕn)",590,"phi_N1",0.00712239
"Half-life targeted (ϕw)",590,"phi_N2",322.246311
"RBC replenishment (ρ)",591,"rho",0.37470129
"Burst size (β)",591,"burst",3.99300724
"Activation indis (ψn)",591,"iota_N1",193.381818
"Activation targeted (ψw)",591,"iota_N2",0.69693902
"Half-life indis (ϕn)",591,"phi_N1",0.0031878
"Half-life targeted (ϕw)",591,"phi_N2",554.384141
"RBC replenishment (ρ)",592,"rho",0.45738471
"Burst size (β)",592,"burst",4.79275262
"Activation indis (ψn)",592,"iota_N1",172.255493
"Activation targeted (ψw)",592,"iota_N2",0.41632763
"Half-life indis (ϕn)",592,"phi_N1",0.00179358
"Half-life targeted (ϕw)",592,"phi_N2",179.291452
"RBC replenishment (ρ)",593,"rho",0.21806464
"Burst size (β)",593,"burst",4.7307588
"Activation indis (ψn)",593,"iota_N1",166.801994
"Activation targeted (ψw)",593,"iota_N2",2.15267511
"Half-life indis (ϕn)",593,"phi_N1",0.01810722
"Half-life targeted (ϕw)",593,"phi_N2",259.996469
"RBC replenishment (ρ)",594,"rho",0.47342466
"Burst size (β)",594,"burst",6.30674466
"Activation indis (ψn)",594,"iota_N1",140.869648
"Activation targeted (ψw)",594,"iota_N2",1.5563429
"Half-life indis (ϕn)",594,"phi_N1",0.00552729
"Half-life targeted (ϕw)",594,"phi_N2",167.248725
"RBC replenishment (ρ)",595,"rho",0.33028784
"Burst size (β)",595,"burst",5.46536192
"Activation indis (ψn)",595,"iota_N1",187.50084
"Activation targeted (ψw)",595,"iota_N2",1.18203843
"Half-life indis (ϕn)",595,"phi_N1",0.00272086
"Half-life targeted (ϕw)",595,"phi_N2",80.301706
"RBC replenishment (ρ)",596,"rho",0.24099032
"Burst size (β)",596,"burst",4.14120459
"Activation indis (ψn)",596,"iota_N1",111.115512
"Activation targeted (ψw)",596,"iota_N2",0.67015035
"Half-life indis (ϕn)",596,"phi_N1",0.00380278
"Half-life targeted (ϕw)",596,"phi_N2",953.838453
"RBC replenishment (ρ)",597,"rho",0.19162168
"Burst size (β)",597,"burst",3.9493976
"Activation indis (ψn)",597,"iota_N1",87.6014272
"Activation targeted (ψw)",597,"iota_N2",0.91687169
"Half-life indis (ϕn)",597,"phi_N1",0.00434489
"Half-life targeted (ϕw)",597,"phi_N2",216.270617
"RBC replenishment (ρ)",598,"rho",0.425229
"Burst size (β)",598,"burst",4.6701341
"Activation indis (ψn)",598,"iota_N1",95.0149023
"Activation targeted (ψw)",598,"iota_N2",0.38975321
"Half-life indis (ϕn)",598,"phi_N1",0.00411571
"Half-life targeted (ϕw)",598,"phi_N2",116.46419
"RBC replenishment (ρ)",599,"rho",0.40804953
"Burst size (β)",599,"burst",4.48076307
"Activation indis (ψn)",599,"iota_N1",165.009231
"Activation targeted (ψw)",599,"iota_N2",1.75633523
"Half-life indis (ϕn)",599,"phi_N1",0.02238434
"Half-life targeted (ϕw)",599,"phi_N2",331.093917
"RBC replenishment (ρ)",600,"rho",0.40425652
"Burst size (β)",600,"burst",6.25944378
"Activation indis (ψn)",600,"iota_N1",88.3856181
"Activation targeted (ψw)",600,"iota_N2",1.88099368
"Half-life indis (ϕn)",600,"phi_N1",0.01116181
"Half-life targeted (ϕw)",600,"phi_N2",365.625953
"RBC replenishment (ρ)",601,"rho",0.27430971
"Burst size (β)",601,"burst",5.42542186
"Activation indis (ψn)",601,"iota_N1",128.304552
"Activation targeted (ψw)",601,"iota_N2",1.14658229
"Half-life indis (ϕn)",601,"phi_N1",0.0061452
"Half-life targeted (ϕw)",601,"phi_N2",639.782942
"RBC replenishment (ρ)",602,"rho",0.26147476
"Burst size (β)",602,"burst",4.08449924
"Activation indis (ψn)",602,"iota_N1",24.9044376
"Activation targeted (ψw)",602,"iota_N2",0.90143416
"Half-life indis (ϕn)",602,"phi_N1",0.01580516
"Half-life targeted (ϕw)",602,"phi_N2",974.811975
"RBC replenishment (ρ)",603,"rho",0.33360913
"Burst size (β)",603,"burst",4.10989391
"Activation indis (ψn)",603,"iota_N1",35.3428409
"Activation targeted (ψw)",603,"iota_N2",0.90657412
"Half-life indis (ϕn)",603,"phi_N1",0.01440862
"Half-life targeted (ϕw)",603,"phi_N2",196.063958
"RBC replenishment (ρ)",604,"rho",0.45310026
"Burst size (β)",604,"burst",4.72836209
"Activation indis (ψn)",604,"iota_N1",30.731956
"Activation targeted (ψw)",604,"iota_N2",0.44866031
"Half-life indis (ϕn)",604,"phi_N1",0.01347379
"Half-life targeted (ϕw)",604,"phi_N2",262.50269
"RBC replenishment (ρ)",605,"rho",0.21385129
"Burst size (β)",605,"burst",4.67877687
"Activation indis (ψn)",605,"iota_N1",55.5242156
"Activation targeted (ψw)",605,"iota_N2",2.47224451
"Half-life indis (ϕn)",605,"phi_N1",0.04724745
"Half-life targeted (ϕw)",605,"phi_N2",78.9253727
"RBC replenishment (ρ)",606,"rho",0.37167128
"Burst size (β)",606,"burst",6.06982341
"Activation indis (ψn)",606,"iota_N1",49.5332911
"Activation targeted (ψw)",606,"iota_N2",1.67442326
"Half-life indis (ϕn)",606,"phi_N1",0.01618802
"Half-life targeted (ϕw)",606,"phi_N2",413.71553
"RBC replenishment (ρ)",607,"rho",0.34537413
"Burst size (β)",607,"burst",5.53515404
"Activation indis (ψn)",607,"iota_N1",39.1152429
"Activation targeted (ψw)",607,"iota_N2",1.19656723
"Half-life indis (ϕn)",607,"phi_N1",0.01224186
"Half-life targeted (ϕw)",607,"phi_N2",400.593375
"RBC replenishment (ρ)",608,"rho",0.2484377
"Burst size (β)",608,"burst",4.03183628
"Activation indis (ψn)",608,"iota_N1",409.575369
"Activation targeted (ψw)",608,"iota_N2",0.78568221
"Half-life indis (ϕn)",608,"phi_N1",0.00132981
"Half-life targeted (ϕw)",608,"phi_N2",6189.53097
"RBC replenishment (ρ)",609,"rho",0.26970995
"Burst size (β)",609,"burst",3.98719246
"Activation indis (ψn)",609,"iota_N1",348.182178
"Activation targeted (ψw)",609,"iota_N2",0.91827278
"Half-life indis (ϕn)",609,"phi_N1",0.00104911
"Half-life targeted (ϕw)",609,"phi_N2",3619.6205
"RBC replenishment (ρ)",610,"rho",0.43009874
"Burst size (β)",610,"burst",4.69528628
"Activation indis (ψn)",610,"iota_N1",292.547996
"Activation targeted (ψw)",610,"iota_N2",0.52938747
"Half-life indis (ϕn)",610,"phi_N1",0.00092203
"Half-life targeted (ϕw)",610,"phi_N2",4421.53613
"RBC replenishment (ρ)",611,"rho",0.20253268
"Burst size (β)",611,"burst",4.64728988
"Activation indis (ψn)",611,"iota_N1",1862.1735
"Activation targeted (ψw)",611,"iota_N2",2.23955215
"Half-life indis (ϕn)",611,"phi_N1",0.00105555
"Half-life targeted (ϕw)",611,"phi_N2",11927.7272
"RBC replenishment (ρ)",612,"rho",0.39502218
"Burst size (β)",612,"burst",6.0877626
"Activation indis (ψn)",612,"iota_N1",1615.08816
