"long_label","time","transmission_investment"
"Asexual iRBC",0,NA
"Asexual iRBC",0.001,0
"Asexual iRBC",0.002,0
"Asexual iRBC",0.003,0
"Asexual iRBC",0.004,0
"Asexual iRBC",0.005,0
"Asexual iRBC",0.006,0
"Asexual iRBC",0.007,0
"Asexual iRBC",0.008,0
"Asexual iRBC",0.009,0
"Asexual iRBC",0.01,0
"Asexual iRBC",0.011,0
"Asexual iRBC",0.012,0
"Asexual iRBC",0.013,0
"Asexual iRBC",0.014,0
"Asexual iRBC",0.015,0
"Asexual iRBC",0.016,0
"Asexual iRBC",0.017,0
"Asexual iRBC",0.018,0
"Asexual iRBC",0.019,0
"Asexual iRBC",0.02,0
"Asexual iRBC",0.021,0
"Asexual iRBC",0.022,0
"Asexual iRBC",0.023,0
"Asexual iRBC",0.024,0
"Asexual iRBC",0.025,0
"Asexual iRBC",0.026,0
"Asexual iRBC",0.027,0
"Asexual iRBC",0.028,0
"Asexual iRBC",0.029,0
"Asexual iRBC",0.03,0
"Asexual iRBC",0.031,0
"Asexual iRBC",0.032,0
"Asexual iRBC",0.033,0
"Asexual iRBC",0.034,0
"Asexual iRBC",0.035,0
"Asexual iRBC",0.036,0
"Asexual iRBC",0.037,0
"Asexual iRBC",0.038,0
"Asexual iRBC",0.039,0
"Asexual iRBC",0.04,0
"Asexual iRBC",0.041,0
"Asexual iRBC",0.042,0
"Asexual iRBC",0.043,0
"Asexual iRBC",0.044,0
"Asexual iRBC",0.045,0
"Asexual iRBC",0.046,0
"Asexual iRBC",0.047,0
"Asexual iRBC",0.048,0
"Asexual iRBC",0.049,0
"Asexual iRBC",0.05,0
"Asexual iRBC",0.051,0
"Asexual iRBC",0.052,0
"Asexual iRBC",0.053,0
"Asexual iRBC",0.054,0
"Asexual iRBC",0.055,0
"Asexual iRBC",0.056,0
"Asexual iRBC",0.057,0
"Asexual iRBC",0.058,0
"Asexual iRBC",0.059,0
"Asexual iRBC",0.06,0
"Asexual iRBC",0.061,0
"Asexual iRBC",0.062,0
"Asexual iRBC",0.063,0
"Asexual iRBC",0.064,0
"Asexual iRBC",0.065,0
"Asexual iRBC",0.066,0
"Asexual iRBC",0.067,0
"Asexual iRBC",0.068,0
"Asexual iRBC",0.069,0
"Asexual iRBC",0.07,0
"Asexual iRBC",0.071,0
"Asexual iRBC",0.072,0
"Asexual iRBC",0.073,0
"Asexual iRBC",0.074,0
"Asexual iRBC",0.075,0
"Asexual iRBC",0.076,0
"Asexual iRBC",0.077,0
"Asexual iRBC",0.078,0
"Asexual iRBC",0.079,0
"Asexual iRBC",0.08,0
"Asexual iRBC",0.081,0
"Asexual iRBC",0.082,0
"Asexual iRBC",0.083,0
"Asexual iRBC",0.084,0
"Asexual iRBC",0.085,0
"Asexual iRBC",0.086,0
"Asexual iRBC",0.087,0
"Asexual iRBC",0.088,0
"Asexual iRBC",0.089,0
"Asexual iRBC",0.09,0
"Asexual iRBC",0.091,0
"Asexual iRBC",0.092,0
"Asexual iRBC",0.093,0
"Asexual iRBC",0.094,0
"Asexual iRBC",0.095,0
"Asexual iRBC",0.096,0
"Asexual iRBC",0.097,0
"Asexual iRBC",0.098,0
"Asexual iRBC",0.099,0
"Asexual iRBC",0.1,0
"Asexual iRBC",0.101,0
"Asexual iRBC",0.102,0
"Asexual iRBC",0.103,0
"Asexual iRBC",0.104,0
"Asexual iRBC",0.105,0
"Asexual iRBC",0.106,0
"Asexual iRBC",0.107,0
"Asexual iRBC",0.108,0
"Asexual iRBC",0.109,0
"Asexual iRBC",0.11,0
"Asexual iRBC",0.111,0
"Asexual iRBC",0.112,0
"Asexual iRBC",0.113,0
"Asexual iRBC",0.114,0
"Asexual iRBC",0.115,0
"Asexual iRBC",0.116,0
"Asexual iRBC",0.117,0
"Asexual iRBC",0.118,0
"Asexual iRBC",0.119,0
"Asexual iRBC",0.12,0
"Asexual iRBC",0.121,0
"Asexual iRBC",0.122,0
"Asexual iRBC",0.123,0
"Asexual iRBC",0.124,0
"Asexual iRBC",0.125,0
"Asexual iRBC",0.126,0
"Asexual iRBC",0.127,0
"Asexual iRBC",0.128,0
"Asexual iRBC",0.129,0
"Asexual iRBC",0.13,0
"Asexual iRBC",0.131,0
"Asexual iRBC",0.132,0
"Asexual iRBC",0.133,0
"Asexual iRBC",0.134,0
"Asexual iRBC",0.135,0
"Asexual iRBC",0.136,0
"Asexual iRBC",0.137,0
"Asexual iRBC",0.138,0
"Asexual iRBC",0.139,0
"Asexual iRBC",0.14,0
"Asexual iRBC",0.141,0
"Asexual iRBC",0.142,0
"Asexual iRBC",0.143,0
"Asexual iRBC",0.144,0
"Asexual iRBC",0.145,0
"Asexual iRBC",0.146,0
"Asexual iRBC",0.147,0
"Asexual iRBC",0.148,0
"Asexual iRBC",0.149,0
"Asexual iRBC",0.15,0
"Asexual iRBC",0.151,0
"Asexual iRBC",0.152,0
"Asexual iRBC",0.153,0
"Asexual iRBC",0.154,0
"Asexual iRBC",0.155,0
"Asexual iRBC",0.156,0
"Asexual iRBC",0.157,0
"Asexual iRBC",0.158,0
"Asexual iRBC",0.159,0
"Asexual iRBC",0.16,0
"Asexual iRBC",0.161,0
"Asexual iRBC",0.162,0
"Asexual iRBC",0.163,0
"Asexual iRBC",0.164,0
"Asexual iRBC",0.165,0
"Asexual iRBC",0.166,0
"Asexual iRBC",0.167,0
"Asexual iRBC",0.168,0
"Asexual iRBC",0.169,0
"Asexual iRBC",0.17,0
"Asexual iRBC",0.171,0
"Asexual iRBC",0.172,0
"Asexual iRBC",0.173,0
"Asexual iRBC",0.174,0
"Asexual iRBC",0.175,0
"Asexual iRBC",0.176,0
"Asexual iRBC",0.177,0
"Asexual iRBC",0.178,0
"Asexual iRBC",0.179,0
"Asexual iRBC",0.18,0
"Asexual iRBC",0.181,0
"Asexual iRBC",0.182,0
"Asexual iRBC",0.183,0
"Asexual iRBC",0.184,0
"Asexual iRBC",0.185,0
"Asexual iRBC",0.186,0
"Asexual iRBC",0.187,0
"Asexual iRBC",0.188,0
"Asexual iRBC",0.189,0
"Asexual iRBC",0.19,0
"Asexual iRBC",0.191,0
"Asexual iRBC",0.192,0
"Asexual iRBC",0.193,0
"Asexual iRBC",0.194,0
"Asexual iRBC",0.195,0
"Asexual iRBC",0.196,0
"Asexual iRBC",0.197,0
"Asexual iRBC",0.198,0
"Asexual iRBC",0.199,0
"Asexual iRBC",0.2,0
"Asexual iRBC",0.201,0
"Asexual iRBC",0.202,0
"Asexual iRBC",0.203,0
"Asexual iRBC",0.204,0
"Asexual iRBC",0.205,0
"Asexual iRBC",0.206,0
"Asexual iRBC",0.207,0
"Asexual iRBC",0.208,0
"Asexual iRBC",0.209,0
"Asexual iRBC",0.21,0
"Asexual iRBC",0.211,0
"Asexual iRBC",0.212,0
"Asexual iRBC",0.213,0
"Asexual iRBC",0.214,0
"Asexual iRBC",0.215,0
"Asexual iRBC",0.216,0
"Asexual iRBC",0.217,0
"Asexual iRBC",0.218,0
"Asexual iRBC",0.219,0
"Asexual iRBC",0.22,0
"Asexual iRBC",0.221,0
"Asexual iRBC",0.222,0
"Asexual iRBC",0.223,0
"Asexual iRBC",0.224,0
"Asexual iRBC",0.225,0
"Asexual iRBC",0.226,0
"Asexual iRBC",0.227,0
"Asexual iRBC",0.228,0
"Asexual iRBC",0.229,0
"Asexual iRBC",0.23,0
"Asexual iRBC",0.231,0
"Asexual iRBC",0.232,0
"Asexual iRBC",0.233,0
"Asexual iRBC",0.234,0
"Asexual iRBC",0.235,0
"Asexual iRBC",0.236,0
"Asexual iRBC",0.237,0
"Asexual iRBC",0.238,0
"Asexual iRBC",0.239,0
"Asexual iRBC",0.24,0
"Asexual iRBC",0.241,0
"Asexual iRBC",0.242,0
"Asexual iRBC",0.243,0
"Asexual iRBC",0.244,0
"Asexual iRBC",0.245,0
"Asexual iRBC",0.246,0
"Asexual iRBC",0.247,0
"Asexual iRBC",0.248,0
"Asexual iRBC",0.249,0
"Asexual iRBC",0.25,0
"Asexual iRBC",0.251,0
"Asexual iRBC",0.252,0
"Asexual iRBC",0.253,0
"Asexual iRBC",0.254,0
"Asexual iRBC",0.255,0
"Asexual iRBC",0.256,0
"Asexual iRBC",0.257,0
"Asexual iRBC",0.258,0
"Asexual iRBC",0.259,0
"Asexual iRBC",0.26,0
"Asexual iRBC",0.261,0
"Asexual iRBC",0.262,0
"Asexual iRBC",0.263,0
"Asexual iRBC",0.264,0
"Asexual iRBC",0.265,0
"Asexual iRBC",0.266,0
"Asexual iRBC",0.267,0
"Asexual iRBC",0.268,0
"Asexual iRBC",0.269,0
"Asexual iRBC",0.27,0
"Asexual iRBC",0.271,0
"Asexual iRBC",0.272,0
"Asexual iRBC",0.273,0
"Asexual iRBC",0.274,0
"Asexual iRBC",0.275,0
"Asexual iRBC",0.276,0
"Asexual iRBC",0.277,0
"Asexual iRBC",0.278,0
"Asexual iRBC",0.279,0
"Asexual iRBC",0.28,0
"Asexual iRBC",0.281,0
"Asexual iRBC",0.282,0
"Asexual iRBC",0.283,0
"Asexual iRBC",0.284,0
"Asexual iRBC",0.285,0
"Asexual iRBC",0.286,0
"Asexual iRBC",0.287,0
"Asexual iRBC",0.288,0
"Asexual iRBC",0.289,0
"Asexual iRBC",0.29,0
"Asexual iRBC",0.291,0
"Asexual iRBC",0.292,0
"Asexual iRBC",0.293,0
"Asexual iRBC",0.294,0
"Asexual iRBC",0.295,0
"Asexual iRBC",0.296,0
"Asexual iRBC",0.297,0
"Asexual iRBC",0.298,0
"Asexual iRBC",0.299,0
"Asexual iRBC",0.3,0
"Asexual iRBC",0.301,0
"Asexual iRBC",0.302,0
"Asexual iRBC",0.303,0
"Asexual iRBC",0.304,0
"Asexual iRBC",0.305,0
"Asexual iRBC",0.306,0
"Asexual iRBC",0.307,0
"Asexual iRBC",0.308,0
"Asexual iRBC",0.309,0
"Asexual iRBC",0.31,0
"Asexual iRBC",0.311,0
"Asexual iRBC",0.312,0
"Asexual iRBC",0.313,0
"Asexual iRBC",0.314,0
"Asexual iRBC",0.315,0
"Asexual iRBC",0.316,0
"Asexual iRBC",0.317,0
"Asexual iRBC",0.318,0
"Asexual iRBC",0.319,0
"Asexual iRBC",0.32,0
"Asexual iRBC",0.321,0
"Asexual iRBC",0.322,0
"Asexual iRBC",0.323,0
"Asexual iRBC",0.324,0
"Asexual iRBC",0.325,0
"Asexual iRBC",0.326,0
"Asexual iRBC",0.327,0
"Asexual iRBC",0.328,0
"Asexual iRBC",0.329,0
"Asexual iRBC",0.33,0
"Asexual iRBC",0.331,0
"Asexual iRBC",0.332,0
"Asexual iRBC",0.333,0
"Asexual iRBC",0.334,0
"Asexual iRBC",0.335,0
"Asexual iRBC",0.336,0
"Asexual iRBC",0.337,0
"Asexual iRBC",0.338,0
"Asexual iRBC",0.339,0
"Asexual iRBC",0.34,0
"Asexual iRBC",0.341,0
"Asexual iRBC",0.342,0
"Asexual iRBC",0.343,0
"Asexual iRBC",0.344,0
"Asexual iRBC",0.345,0
"Asexual iRBC",0.346,0
"Asexual iRBC",0.347,0
"Asexual iRBC",0.348,0
"Asexual iRBC",0.349,0
"Asexual iRBC",0.35,0
"Asexual iRBC",0.351,0
"Asexual iRBC",0.352,0
"Asexual iRBC",0.353,0
"Asexual iRBC",0.354,0
"Asexual iRBC",0.355,0
"Asexual iRBC",0.356,0
"Asexual iRBC",0.357,0
"Asexual iRBC",0.358,0
"Asexual iRBC",0.359,0
"Asexual iRBC",0.36,0
"Asexual iRBC",0.361,0
"Asexual iRBC",0.362,0
"Asexual iRBC",0.363,0
"Asexual iRBC",0.364,0
"Asexual iRBC",0.365,0
"Asexual iRBC",0.366,0
"Asexual iRBC",0.367,0
"Asexual iRBC",0.368,0
"Asexual iRBC",0.369,0
"Asexual iRBC",0.37,0
"Asexual iRBC",0.371,0
"Asexual iRBC",0.372,0
"Asexual iRBC",0.373,0
"Asexual iRBC",0.374,0
"Asexual iRBC",0.375,0
"Asexual iRBC",0.376,0
"Asexual iRBC",0.377,0
"Asexual iRBC",0.378,0
"Asexual iRBC",0.379,0
"Asexual iRBC",0.38,0
"Asexual iRBC",0.381,0
"Asexual iRBC",0.382,0
"Asexual iRBC",0.383,0
"Asexual iRBC",0.384,0
"Asexual iRBC",0.385,0
"Asexual iRBC",0.386,0
"Asexual iRBC",0.387,0
"Asexual iRBC",0.388,0
"Asexual iRBC",0.389,0
"Asexual iRBC",0.39,0
"Asexual iRBC",0.391,0
"Asexual iRBC",0.392,0
"Asexual iRBC",0.393,0
"Asexual iRBC",0.394,0
"Asexual iRBC",0.395,0
"Asexual iRBC",0.396,0
"Asexual iRBC",0.397,0
"Asexual iRBC",0.398,0
"Asexual iRBC",0.399,0
"Asexual iRBC",0.4,0
"Asexual iRBC",0.401,0
"Asexual iRBC",0.402,0
"Asexual iRBC",0.403,0
"Asexual iRBC",0.404,0
"Asexual iRBC",0.405,0
"Asexual iRBC",0.406,0
"Asexual iRBC",0.407,0
"Asexual iRBC",0.408,0
"Asexual iRBC",0.409,0
"Asexual iRBC",0.41,0
"Asexual iRBC",0.411,0
"Asexual iRBC",0.412,0
"Asexual iRBC",0.413,0
"Asexual iRBC",0.414,0
"Asexual iRBC",0.415,0
"Asexual iRBC",0.416,0
"Asexual iRBC",0.417,0
"Asexual iRBC",0.418,0
"Asexual iRBC",0.419,0
"Asexual iRBC",0.42,0
"Asexual iRBC",0.421,0
"Asexual iRBC",0.422,0
"Asexual iRBC",0.423,0
"Asexual iRBC",0.424,0
"Asexual iRBC",0.425,0
"Asexual iRBC",0.426,0
"Asexual iRBC",0.427,0
"Asexual iRBC",0.428,0
"Asexual iRBC",0.429,0
"Asexual iRBC",0.43,0
"Asexual iRBC",0.431,0
"Asexual iRBC",0.432,0
"Asexual iRBC",0.433,0
"Asexual iRBC",0.434,0
"Asexual iRBC",0.435,0
"Asexual iRBC",0.436,0
"Asexual iRBC",0.437,0
"Asexual iRBC",0.438,0
"Asexual iRBC",0.439,0
"Asexual iRBC",0.44,0
"Asexual iRBC",0.441,0
"Asexual iRBC",0.442,0
"Asexual iRBC",0.443,0
"Asexual iRBC",0.444,0
"Asexual iRBC",0.445,0
"Asexual iRBC",0.446,0
"Asexual iRBC",0.447,0
"Asexual iRBC",0.448,0
"Asexual iRBC",0.449,0
"Asexual iRBC",0.45,0
"Asexual iRBC",0.451,0
"Asexual iRBC",0.452,0
"Asexual iRBC",0.453,0
"Asexual iRBC",0.454,0
"Asexual iRBC",0.455,0
"Asexual iRBC",0.456,0
"Asexual iRBC",0.457,0
"Asexual iRBC",0.458,0
"Asexual iRBC",0.459,0
"Asexual iRBC",0.46,0
"Asexual iRBC",0.461,0
"Asexual iRBC",0.462,0
"Asexual iRBC",0.463,0
"Asexual iRBC",0.464,0
"Asexual iRBC",0.465,0
"Asexual iRBC",0.466,0
"Asexual iRBC",0.467,0
"Asexual iRBC",0.468,0
"Asexual iRBC",0.469,0
"Asexual iRBC",0.47,0
"Asexual iRBC",0.471,0
"Asexual iRBC",0.472,0
"Asexual iRBC",0.473,0
"Asexual iRBC",0.474,0
"Asexual iRBC",0.475,0
"Asexual iRBC",0.476,0
"Asexual iRBC",0.477,0
"Asexual iRBC",0.478,0
"Asexual iRBC",0.479,0
"Asexual iRBC",0.48,0
"Asexual iRBC",0.481,0
"Asexual iRBC",0.482,0
"Asexual iRBC",0.483,0
"Asexual iRBC",0.484,0
"Asexual iRBC",0.485,0
"Asexual iRBC",0.486,0
"Asexual iRBC",0.487,0
"Asexual iRBC",0.488,0
"Asexual iRBC",0.489,0
"Asexual iRBC",0.49,0
"Asexual iRBC",0.491,0
"Asexual iRBC",0.492,0
"Asexual iRBC",0.493,0
"Asexual iRBC",0.494,0
"Asexual iRBC",0.495,0
"Asexual iRBC",0.496,0
"Asexual iRBC",0.497,0
"Asexual iRBC",0.498,0
"Asexual iRBC",0.499,0
"Asexual iRBC",0.5,0
"Asexual iRBC",0.501,0
"Asexual iRBC",0.502,0
"Asexual iRBC",0.503,0
"Asexual iRBC",0.504,0
"Asexual iRBC",0.505,0
"Asexual iRBC",0.506,0
"Asexual iRBC",0.507,0
"Asexual iRBC",0.508,0
"Asexual iRBC",0.509,0
"Asexual iRBC",0.51,0
"Asexual iRBC",0.511,0
"Asexual iRBC",0.512,0
"Asexual iRBC",0.513,0
"Asexual iRBC",0.514,0
"Asexual iRBC",0.515,0
"Asexual iRBC",0.516,0
"Asexual iRBC",0.517,0
"Asexual iRBC",0.518,0
"Asexual iRBC",0.519,0
"Asexual iRBC",0.52,0
"Asexual iRBC",0.521,0
"Asexual iRBC",0.522,0
"Asexual iRBC",0.523,0
"Asexual iRBC",0.524,0
"Asexual iRBC",0.525,0
"Asexual iRBC",0.526,0
"Asexual iRBC",0.527,0
"Asexual iRBC",0.528,0
"Asexual iRBC",0.529,0
"Asexual iRBC",0.53,0
"Asexual iRBC",0.531,0
"Asexual iRBC",0.532,0
"Asexual iRBC",0.533,0
"Asexual iRBC",0.534,0
"Asexual iRBC",0.535,0
"Asexual iRBC",0.536,0
"Asexual iRBC",0.537,0
"Asexual iRBC",0.538,0
"Asexual iRBC",0.539,0
"Asexual iRBC",0.54,0
"Asexual iRBC",0.541,0
"Asexual iRBC",0.542,0
"Asexual iRBC",0.543,0
"Asexual iRBC",0.544,0
"Asexual iRBC",0.545,0
"Asexual iRBC",0.546,0
"Asexual iRBC",0.547,0
"Asexual iRBC",0.548,0
"Asexual iRBC",0.549,0
"Asexual iRBC",0.55,0
"Asexual iRBC",0.551,0
"Asexual iRBC",0.552,0
"Asexual iRBC",0.553,0
"Asexual iRBC",0.554,0
"Asexual iRBC",0.555,0
"Asexual iRBC",0.556,0
"Asexual iRBC",0.557,0
"Asexual iRBC",0.558,0
"Asexual iRBC",0.559,0
"Asexual iRBC",0.56,0
"Asexual iRBC",0.561,0
"Asexual iRBC",0.562,0
"Asexual iRBC",0.563,0
"Asexual iRBC",0.564,0
"Asexual iRBC",0.565,0
"Asexual iRBC",0.566,0
"Asexual iRBC",0.567,0
"Asexual iRBC",0.568,0
"Asexual iRBC",0.569,0
"Asexual iRBC",0.57,0
"Asexual iRBC",0.571,0
"Asexual iRBC",0.572,0
"Asexual iRBC",0.573,0
"Asexual iRBC",0.574,0
"Asexual iRBC",0.575,0
"Asexual iRBC",0.576,0
"Asexual iRBC",0.577,0
"Asexual iRBC",0.578,0
"Asexual iRBC",0.579,0
"Asexual iRBC",0.58,0
"Asexual iRBC",0.581,0
"Asexual iRBC",0.582,0
"Asexual iRBC",0.583,0
"Asexual iRBC",0.584,0
"Asexual iRBC",0.585,0
"Asexual iRBC",0.586,0
"Asexual iRBC",0.587,0
"Asexual iRBC",0.588,0
"Asexual iRBC",0.589,0
"Asexual iRBC",0.59,0
"Asexual iRBC",0.591,0
"Asexual iRBC",0.592,0
"Asexual iRBC",0.593,0
"Asexual iRBC",0.594,0
"Asexual iRBC",0.595,0
"Asexual iRBC",0.596,0
"Asexual iRBC",0.597,0
"Asexual iRBC",0.598,0
"Asexual iRBC",0.599,0
"Asexual iRBC",0.6,0
"Asexual iRBC",0.601,0
"Asexual iRBC",0.602,0
"Asexual iRBC",0.603,0
"Asexual iRBC",0.604,0
"Asexual iRBC",0.605,0
"Asexual iRBC",0.606,0
"Asexual iRBC",0.607,0
"Asexual iRBC",0.608,0
"Asexual iRBC",0.609,0
"Asexual iRBC",0.61,0
"Asexual iRBC",0.611,0
"Asexual iRBC",0.612,0
"Asexual iRBC",0.613,0
"Asexual iRBC",0.614,0
"Asexual iRBC",0.615,0
"Asexual iRBC",0.616,0
"Asexual iRBC",0.617,0
"Asexual iRBC",0.618,0
"Asexual iRBC",0.619,0
"Asexual iRBC",0.62,0
"Asexual iRBC",0.621,0
"Asexual iRBC",0.622,0
"Asexual iRBC",0.623,0
"Asexual iRBC",0.624,0
"Asexual iRBC",0.625,0
"Asexual iRBC",0.626,0
"Asexual iRBC",0.627,0
"Asexual iRBC",0.628,0
"Asexual iRBC",0.629,0
"Asexual iRBC",0.63,0
"Asexual iRBC",0.631,0
"Asexual iRBC",0.632,0
"Asexual iRBC",0.633,0
"Asexual iRBC",0.634,0
"Asexual iRBC",0.635,0
"Asexual iRBC",0.636,0
"Asexual iRBC",0.637,0
"Asexual iRBC",0.638,0
"Asexual iRBC",0.639,0
"Asexual iRBC",0.64,0
"Asexual iRBC",0.641,0
"Asexual iRBC",0.642,0
"Asexual iRBC",0.643,0
"Asexual iRBC",0.644,0
"Asexual iRBC",0.645,0
"Asexual iRBC",0.646,0
"Asexual iRBC",0.647,0
"Asexual iRBC",0.648,0
"Asexual iRBC",0.649,0
"Asexual iRBC",0.65,0
"Asexual iRBC",0.651,0
"Asexual iRBC",0.652,0
"Asexual iRBC",0.653,0
"Asexual iRBC",0.654,0
"Asexual iRBC",0.655,0
"Asexual iRBC",0.656,0
"Asexual iRBC",0.657,0
"Asexual iRBC",0.658,0
"Asexual iRBC",0.659,0
"Asexual iRBC",0.66,0
"Asexual iRBC",0.661,0
"Asexual iRBC",0.662,0
"Asexual iRBC",0.663,0
"Asexual iRBC",0.664,0
"Asexual iRBC",0.665,0
"Asexual iRBC",0.666,0
"Asexual iRBC",0.667,0
"Asexual iRBC",0.668,0
"Asexual iRBC",0.669,0
"Asexual iRBC",0.67,0
"Asexual iRBC",0.671,0
"Asexual iRBC",0.672,0
"Asexual iRBC",0.673,0
"Asexual iRBC",0.674,0
"Asexual iRBC",0.675,0
"Asexual iRBC",0.676,0
"Asexual iRBC",0.677,0
"Asexual iRBC",0.678,0
"Asexual iRBC",0.679,0
"Asexual iRBC",0.68,0
"Asexual iRBC",0.681,0
"Asexual iRBC",0.682,0
"Asexual iRBC",0.683,0
"Asexual iRBC",0.684,0
"Asexual iRBC",0.685,0
"Asexual iRBC",0.686,0
"Asexual iRBC",0.687,0
"Asexual iRBC",0.688,0
"Asexual iRBC",0.689,0
"Asexual iRBC",0.69,0
"Asexual iRBC",0.691,0
"Asexual iRBC",0.692,0
"Asexual iRBC",0.693,0
"Asexual iRBC",0.694,0
"Asexual iRBC",0.695,0
"Asexual iRBC",0.696,0
"Asexual iRBC",0.697,0
"Asexual iRBC",0.698,0
"Asexual iRBC",0.699,0
"Asexual iRBC",0.7,0
"Asexual iRBC",0.701,0
"Asexual iRBC",0.702,0
"Asexual iRBC",0.703,0
"Asexual iRBC",0.704,0
"Asexual iRBC",0.705,0
"Asexual iRBC",0.706,0
"Asexual iRBC",0.707,0
"Asexual iRBC",0.708,0
"Asexual iRBC",0.709,0
"Asexual iRBC",0.71,0
"Asexual iRBC",0.711,0
"Asexual iRBC",0.712,0
"Asexual iRBC",0.713,0
"Asexual iRBC",0.714,0
"Asexual iRBC",0.715,0
"Asexual iRBC",0.716,0
"Asexual iRBC",0.717,0
"Asexual iRBC",0.718,0
"Asexual iRBC",0.719,0
"Asexual iRBC",0.72,0
"Asexual iRBC",0.721,0
"Asexual iRBC",0.722,0
"Asexual iRBC",0.723,0
"Asexual iRBC",0.724,0
"Asexual iRBC",0.725,0
"Asexual iRBC",0.726,0
"Asexual iRBC",0.727,0
"Asexual iRBC",0.728,0
"Asexual iRBC",0.729,0
"Asexual iRBC",0.73,0
"Asexual iRBC",0.731,0
"Asexual iRBC",0.732,0
"Asexual iRBC",0.733,0
"Asexual iRBC",0.734,0
"Asexual iRBC",0.735,0
"Asexual iRBC",0.736,0
"Asexual iRBC",0.737,0
"Asexual iRBC",0.738,0
"Asexual iRBC",0.739,0
"Asexual iRBC",0.74,0
"Asexual iRBC",0.741,0
"Asexual iRBC",0.742,0
"Asexual iRBC",0.743,0
"Asexual iRBC",0.744,0
"Asexual iRBC",0.745,0
"Asexual iRBC",0.746,0
"Asexual iRBC",0.747,0
"Asexual iRBC",0.748,0
"Asexual iRBC",0.749,0
"Asexual iRBC",0.75,0
"Asexual iRBC",0.751,0
"Asexual iRBC",0.752,0
"Asexual iRBC",0.753,0
"Asexual iRBC",0.754,0
"Asexual iRBC",0.755,0
"Asexual iRBC",0.756,0
"Asexual iRBC",0.757,0
"Asexual iRBC",0.758,0
"Asexual iRBC",0.759,0
"Asexual iRBC",0.76,0
"Asexual iRBC",0.761,0
"Asexual iRBC",0.762,0
"Asexual iRBC",0.763,0
"Asexual iRBC",0.764,0
"Asexual iRBC",0.765,0
"Asexual iRBC",0.766,0
"Asexual iRBC",0.767,0
"Asexual iRBC",0.768,0
"Asexual iRBC",0.769,0
"Asexual iRBC",0.77,0
"Asexual iRBC",0.771,0
"Asexual iRBC",0.772,0
"Asexual iRBC",0.773,0
"Asexual iRBC",0.774,0
"Asexual iRBC",0.775,0
"Asexual iRBC",0.776,0
"Asexual iRBC",0.777,0
"Asexual iRBC",0.778,0
"Asexual iRBC",0.779,0
"Asexual iRBC",0.78,0
"Asexual iRBC",0.781,0
"Asexual iRBC",0.782,0
"Asexual iRBC",0.783,0
"Asexual iRBC",0.784,0
"Asexual iRBC",0.785,0
"Asexual iRBC",0.786,0
"Asexual iRBC",0.787,0
"Asexual iRBC",0.788,0
"Asexual iRBC",0.789,0
"Asexual iRBC",0.79,0
"Asexual iRBC",0.791,0
"Asexual iRBC",0.792,0
"Asexual iRBC",0.793,0
"Asexual iRBC",0.794,0
"Asexual iRBC",0.795,0
"Asexual iRBC",0.796,0
"Asexual iRBC",0.797,0
"Asexual iRBC",0.798,0
"Asexual iRBC",0.799,0
"Asexual iRBC",0.8,0
"Asexual iRBC",0.801,0
"Asexual iRBC",0.802,0
"Asexual iRBC",0.803,0
"Asexual iRBC",0.804,0
"Asexual iRBC",0.805,0
"Asexual iRBC",0.806,0
"Asexual iRBC",0.807,0
"Asexual iRBC",0.808,0
"Asexual iRBC",0.809,0
"Asexual iRBC",0.81,0
"Asexual iRBC",0.811,0
"Asexual iRBC",0.812,0
"Asexual iRBC",0.813,0
"Asexual iRBC",0.814,0
"Asexual iRBC",0.815,0
"Asexual iRBC",0.816,0
"Asexual iRBC",0.817,0
"Asexual iRBC",0.818,0
"Asexual iRBC",0.819,0
"Asexual iRBC",0.82,0
"Asexual iRBC",0.821,0
"Asexual iRBC",0.822,0
"Asexual iRBC",0.823,0
"Asexual iRBC",0.824,0
"Asexual iRBC",0.825,0
"Asexual iRBC",0.826,0
"Asexual iRBC",0.827,0
"Asexual iRBC",0.828,0
"Asexual iRBC",0.829,0
"Asexual iRBC",0.83,0
"Asexual iRBC",0.831,0
"Asexual iRBC",0.832,0
"Asexual iRBC",0.833,0
"Asexual iRBC",0.834,0
"Asexual iRBC",0.835,0
"Asexual iRBC",0.836,0
"Asexual iRBC",0.837,0
"Asexual iRBC",0.838,0
"Asexual iRBC",0.839,0
"Asexual iRBC",0.84,0
"Asexual iRBC",0.841,0
"Asexual iRBC",0.842,0
"Asexual iRBC",0.843,0
"Asexual iRBC",0.844,0
"Asexual iRBC",0.845,0
"Asexual iRBC",0.846,0
"Asexual iRBC",0.847,0
"Asexual iRBC",0.848,0
"Asexual iRBC",0.849,0
"Asexual iRBC",0.85,0
"Asexual iRBC",0.851,0
"Asexual iRBC",0.852,0
"Asexual iRBC",0.853,0
"Asexual iRBC",0.854,0
"Asexual iRBC",0.855,0
"Asexual iRBC",0.856,0
"Asexual iRBC",0.857,0
"Asexual iRBC",0.858,0
"Asexual iRBC",0.859,0
"Asexual iRBC",0.86,0
"Asexual iRBC",0.861,0
"Asexual iRBC",0.862,0
"Asexual iRBC",0.863,0
"Asexual iRBC",0.864,0
"Asexual iRBC",0.865,0
"Asexual iRBC",0.866,0
"Asexual iRBC",0.867,0
"Asexual iRBC",0.868,0
"Asexual iRBC",0.869,0
"Asexual iRBC",0.87,0
"Asexual iRBC",0.871,0
"Asexual iRBC",0.872,0
"Asexual iRBC",0.873,0
