"","long_label","cue_value","transmission_investment"
"54","Asexual iRBC none",63612.7225445089,0.530069252712523
"55","Asexual iRBC none",64812.9625925185,0.529359909214548
"56","Asexual iRBC none",66013.2026405281,0.528491663486746
"57","Asexual iRBC none",67213.4426885377,0.527464168544002
"58","Asexual iRBC none",68413.6827365473,0.526277000882742
"59","Asexual iRBC none",69613.9227845569,0.52492966242282
"60","Asexual iRBC none",70814.1628325665,0.523421582758585
"61","Asexual iRBC none",72014.4028805761,0.521752121734702
"62","Asexual iRBC none",73214.6429285857,0.519920572364553
"63","Asexual iRBC none",74414.8829765953,0.517926164111369
"64","Asexual iRBC none",75615.1230246049,0.515768066554529
"65","Asexual iRBC none",76815.3630726145,0.513445393465861
"66","Asexual iRBC none",78015.6031206241,0.510957207323084
"67","Asexual iRBC none",79215.8431686337,0.50830252428994
"68","Asexual iRBC none",80416.0832166433,0.505480319694922
"69","Asexual iRBC none",81616.3232646529,0.502489534042878
"70","Asexual iRBC none",82816.5633126625,0.499329079596113
"71","Asexual iRBC none",84016.8033606721,0.495997847563909
"72","Asexual iRBC none",85217.0434086817,0.492494715941646
"73","Asexual iRBC none",86417.2834566913,0.488818558042832
"74","Asexual iRBC none",87617.5235047009,0.484968251769397
"75","Asexual iRBC none",88817.7635527105,0.480942689667474
"76","Asexual iRBC none",90018.0036007201,0.476740789817537
"77","Asexual iRBC none",91218.2436487297,0.472361507609184
"78","Asexual iRBC none",92418.4836967393,0.467803848451921
"79","Asexual iRBC none",93618.723744749,0.463066881473979
"80","Asexual iRBC none",94818.9637927585,0.458149754261422
"81","Asexual iRBC none",96019.2038407682,0.45305170868941
"82","Asexual iRBC none",97219.4438887778,0.44777209789648
"83","Asexual iRBC none",98419.6839367873,0.44231040445082
"84","Asexual iRBC none",99619.923984797,0.436666259754802
"85","Asexual iRBC none",100820.164032807,0.430839464730138
"86","Asexual iRBC none",102020.404080816,0.424830011820981
"87","Asexual iRBC none",103220.644128826,0.418638108345729
"88","Asexual iRBC none",104420.884176835,0.412264201220183
"89","Asexual iRBC none",105621.124224845,0.405709003064695
"90","Asexual iRBC none",106821.364272855,0.39897351969588
"91","Asexual iRBC none",108021.604320864,0.39205907898908
"92","Asexual iRBC none",109221.844368874,0.384967361080776
