"","Study","Strain","Dose","Mouse","Gametocyte","iRBC","RBC"
"963","amna_2011","CR",1e+06,20,2891.5,106309.6,5560000
"964","amna_2011","CW",1e+06,21,3144.3,40878.1,5520000
"965","amna_2011","CW",1e+06,22,12899.7,186066,4850000
"966","amna_2011","CW",1e+06,23,11417.8,262490.1,3930000
"967","amna_2011","CW",1e+06,24,17304.2,1781757.4,3070000
"968","amna_2011","CW",1e+06,25,11999.6,477957.3,3900000
"969","amna_2011","DK",1e+06,26,1357.6,120674.8,4460000
"970","amna_2011","DK",1e+06,27,2910.8,80704.5,5590000
"971","amna_2011","DK",1e+06,28,1095.1,28261,4970000
"972","amna_2011","DK",1e+06,29,1775.6,75435.8,5100000
"973","amna_2011","DK",1e+06,30,2217.8,71033.7,4230000
"974","amna_2011","AJ",1e+06,1,3.42,9167.98,6180000
"975","amna_2011","AJ",1e+06,2,0.628,0,5100000
"976","amna_2011","AJ",1e+06,3,316.9,38157.2,4920000
"977","amna_2011","AJ",1e+06,4,3.49,0,5750000
"978","amna_2011","AJ",1e+06,5,188.3,21858.5,5150000
"979","amna_2011","AS",1e+06,6,831.4,37747.4,5280000
"980","amna_2011","AS",1e+06,7,108.8,899.2,6350000
"981","amna_2011","AS",1e+06,8,107.5,208.7,6470000
"982","amna_2011","AS",1e+06,9,1864.9,10345.8,5300000
"983","amna_2011","AS",1e+06,10,1570.3,96653.6,4520000
"984","amna_2011","ER",1e+06,11,664.6,3006.4,5740000
"985","amna_2011","ER",1e+06,12,751.4,2421.8,5700000
"986","amna_2011","ER",1e+06,13,8080,170293,5510000
"987","amna_2011","ER",1e+06,14,805.6,1609,4410000
"988","amna_2011","ER",1e+06,15,538.7,4258.9,3970000
"989","amna_2011","CR",1e+06,16,4899.4,68816.5,5670000
"990","amna_2011","CR",1e+06,19,22784.8,579665.7,3950000
"991","amna_2011","CR",1e+06,20,3785.4,39380.4,5050000
"992","amna_2011","CW",1e+06,21,3589.3,34674.2,5760000
"993","amna_2011","CW",1e+06,22,9897.8,179687.6,5350000
"994","amna_2011","CW",1e+06,23,2965.5,71797.3,4510000
"995","amna_2011","CW",1e+06,24,37888.5,682252.4,2970000
"996","amna_2011","CW",1e+06,25,17162.7,169616.8,3750000
"997","amna_2011","DK",1e+06,26,2347.8,63773,4660000
"998","amna_2011","DK",1e+06,27,10949.3,71039.3,6010000
"999","amna_2011","DK",1e+06,28,2762.8,47455.7,5080000
"1000","amna_2011","DK",1e+06,29,1166.5,10942.5,5270000
"1001","amna_2011","DK",1e+06,30,699.6,22694.7,4740000
"1002","amna_2011","AJ",1e+06,1,74,6507.9,5710000
"1003","amna_2011","AJ",1e+06,2,0,0,3980000
"1004","amna_2011","AJ",1e+06,3,296.3,25170.4,4610000
"1005","amna_2011","AJ",1e+06,4,0,0,4920000
"1006","amna_2011","AJ",1e+06,5,197.6,10838.7,5040000
"1007","amna_2011","AS",1e+06,6,1198.9,16358.2,5880000
"1008","amna_2011","AS",1e+06,7,43.6,1003.9,4910000
"1009","amna_2011","AS",1e+06,8,524.3,2584.6,5420000
"1010","amna_2011","AS",1e+06,9,47.8,49.8,5340000
"1011","amna_2011","AS",1e+06,10,1354.5,37715.8,5460000
"1012","amna_2011","ER",1e+06,11,444.4,11947.3,5590000
"1013","amna_2011","ER",1e+06,12,317.3,2308.8,5790000
"1014","amna_2011","ER",1e+06,13,10616.8,35516.8,4360000
"1015","amna_2011","ER",1e+06,14,215.6,88.7,5370000
"1016","amna_2011","ER",1e+06,15,386.9,1357.1,5580000
"1017","amna_2011","CR",1e+06,16,5170.4,104585.1,4930000
"1018","amna_2011","CR",1e+06,19,34459.7,166527.9,4320000
"1019","amna_2011","CR",1e+06,20,1541.3,3591.2,5920000
"1020","amna_2011","CW",1e+06,21,1757.9,31456.9,5370000
"1021","amna_2011","CW",1e+06,22,3301.1,128909.5,5610000
"1022","amna_2011","CW",1e+06,23,1128.6,11848.3,4570000
"1023","amna_2011","CW",1e+06,24,18414.5,328308.5,3850000
"1024","amna_2011","CW",1e+06,25,6604.6,49312,3860000
"1025","amna_2011","DK",1e+06,26,0.874,13894.526,5390000
"1026","amna_2011","DK",1e+06,27,425.5,18670,5590000
"1027","amna_2011","DK",1e+06,28,115.6,1240.6,4920000
"1028","amna_2011","DK",1e+06,29,361.3,16036.2,4750000
"1029","amna_2011","DK",1e+06,30,43.8,5128.1,4250000
"1030","amna_2011","AJ",1e+06,1,0,4019.2,6840000
"1031","amna_2011","AJ",1e+06,2,0,0,5150000
"1032","amna_2011","AJ",1e+06,3,280.6,21670.8,4220000
"1033","amna_2011","AJ",1e+06,4,0,0,3840000
"1034","amna_2011","AJ",1e+06,5,9.55,7242.95,4440000
"1035","amna_2011","AS",1e+06,6,17.2,7801.4,5210000
"1036","amna_2011","AS",1e+06,7,0,1152.5,6980000
"1037","amna_2011","AS",1e+06,8,120.5,297.8,6360000
"1038","amna_2011","AS",1e+06,9,0,90.7,6350000
"1039","amna_2011","AS",1e+06,10,250.9,15834.8,5020000
"1040","amna_2011","ER",1e+06,11,149.6,2490.5,6370000
"1041","amna_2011","ER",1e+06,12,65.5,2190.4,5690000
"1042","amna_2011","ER",1e+06,13,1729.2,10487.9,5820000
"1043","amna_2011","ER",1e+06,14,3.04,204.76,5690000
"1044","amna_2011","ER",1e+06,15,31.7,497.8,6020000
"1045","amna_2011","CR",1e+06,16,3198.7,138200.5,5e+06
"1046","amna_2011","CR",1e+06,19,7480.3,140751.2,4340000
"1047","amna_2011","CR",1e+06,20,263.7,980.5,5530000
"1048","amna_2011","CW",1e+06,21,996.5,13187.5,5630000
"1049","amna_2011","CW",1e+06,22,3024.2,70494.9,6640000
"1050","amna_2011","CW",1e+06,23,470,7114.9,5040000
"1051","amna_2011","CW",1e+06,24,6140.9,106787.5,4410000
"1052","amna_2011","CW",1e+06,25,2899.5,16727.5,5260000
"1053","amna_2011","DK",1e+06,26,455.3,21643.6,4900000
"1054","amna_2011","DK",1e+06,27,350.5,11314.9,6540000
"1055","amna_2011","DK",1e+06,28,105.1,182.9,4840000
"1056","amna_2011","DK",1e+06,29,427.3,10044.8,5460000
"1057","amna_2011","DK",1e+06,30,100.6,4234,4540000
