"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"540",540,0.44466702,6.04200449,8.19214812,2.03242316,0.14263186,4147.37863,9.62595489761346,9.441790019267,9.73286538369329,5.35255299095779,7.75027212601966,9.55219565415853,"I+Ig_log"
