"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"218",218,0.25878219,4.02418334,4.36246038,0.95561351,0.12937624,4785.31784,8.18143463182045,3.61256046987046,7.35052594681078,7.71114972386685,3.78809517772187,8.1693329128014,"R_log"
