"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"493",493,0.29277638,5.58275223,10.0716457,1.15157344,0.02871644,505.060669,9.63426875860981,9.42250932090483,9.79925121096158,8.48852392864992,9.70530813801106,9.62329596762757,"Ig_log"
