"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"631",631,0.28281977,5.60338277,124.031757,1.05424055,0.003434,91.8461244,8.25044745972728,8.0290257760017,2.58483763707083,7.30866383976126,7.26886072963986,8.36718751611736,"R_none"
