"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"832",832,0.33756522,4.78844196,10.0693096,0.69768339,0.02778277,56.6197527,9.5242498973296,6.93816769349674,9.56013064784285,9.81683194855901,9.5655400493143,9.70916906743091,"I_log"
