"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","G1+G2_log","R_none",0.121895337426698,12.106219,-21.043524,-5.010265,-16.928459,-88.36793,136.04925,65.44548,98.14261,1.91177268575508,-4.5518441375604,2.16645622420465,-6.35475569821244
