"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","I1+I2_log","R_log",-0.0947363557477607,404.617,-529.2684,-365.0516,-417.0552,-971.1975,1175.9801,931.5406,978.087,5.32974700371135,5.72686616261796,-9.50124706808948,-4.3984388493344
