"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","Ig-i_log","sum_log",0.0764466483101383,2.189146,-5.450051,4.543525,-9.356682,435.1835,-565.3985,-395.7242,-446.595,2.17724624872974,-5.41581515578586,4.01047273751209,-8.53316592219578
