"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"2765","Ig","none",2765,0.30277155,4.85767924,230.788894,2.05680041,0.00995303,60.2022812,8.58543365833279,6.29623720119917,4.59537227924659,4.9247565710874,8.17110524236919,8.71190147766635
