"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"1318","Ig","log10",1318,0.35090104,4.77325138,3.86904558,0.48263285,0.06601967,28365.2221,9.6552777414279,4.98273370925577,9.95098949211297,10.7191425367612,9.19881036134184,9.59562349922853
