"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"3496","R","I","log10","log10",3496,0.42636997,4.78016415,10.9875221,0.42343264,0.03619691,141.948873,6.91213202882832,4.2283396077458,6.5053272699829,9.87268372166194,9.7340404950195,9.9106750177867
