"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"269","I+Ig","log10",269,0.18815157,4.56986215,8.78155847,2.29721036,0.20854721,105.960834,9.53110868347856,4.90384078384128,9.72838339162464,4.82411814715994,6.80602042930424,9.68054091232183
