"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"4844","R","I","log10","log10",4844,0.29817909,3.97430476,18.3241934,0.7234162,0.0268627,305.819519,9.25145374738578,2.16902717380794,8.79303951123766,10.0985652670843,7.06925598887503,9.87042645343905
