"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"3760","I+Ig","none",3760,0.45250188,4.64747536,3.65896117,0.43028591,0.1019052,231.805363,8.12561441539816,5.61025401681367,5.72956920681041,5.70769131693301,6.79221242990157,8.88853112255996
