"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"643","R","I+Ig","none","log10",643,0.28488761,5.46783336,8.42228504,1.1769005,0.06016719,453.974457,9.21238633373293,7.27854828199866,4.78981949988254,7.46094337703766,4.61332817310342,9.78653819742088
