"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"2659","G","none",2659,0.24483653,5.48672537,27.0669127,1.11801434,0.01224438,4769.02453,8.58331897436176,8.25232687016116,8.33661117847069,7.71324158539285,8.66804701500887,8.573506229803
