"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"544","R","I","none","log10",544,0.31951129,4.76284335,20.1125129,0.63826944,0.01417973,36.4447397,8.02778569491374,7.72623159006752,8.35423441661022,7.68513603399619,9.26673638450725,9.68146456167136
