"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"4551","R","log10",4551,0.5348475,4.02250537,10.1706149,0.52052851,0.06694913,1513.92617,7.36474957348304,3.60343933093206,7.83836634821174,7.14571296173254,5.62524034991722,8.17587093070576
