"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"642","R","I+Ig","log10","log10",642,0.48647434,6.09231503,12.6061599,1.61154239,0.07469781,2782.77549,9.35744592971066,9.31000897608694,9.59398223712235,6.9001333202762,7.19704485722836,9.75607216746308
