"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"4592","I","log10",4592,0.2420265,4.03150428,93.6909049,0.94584104,0.0084338,151.31769,9.48603988543275,3.96030011534491,7.13663841001753,9.07833840018362,9.14306414189167,9.56796246019851
