"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"4936","G","log10",4936,0.415734,4.84011093,3.54515397,0.45698837,0.04003511,266.476891,9.62032066617219,6.47548145664752,9.92276673245686,10.7843478754045,9.50040378071826,9.59065099675367
