"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"890",890,0.22787829,4.0766039,23.9477556,1.00328611,0.03203961,280.463566,8.82456923840548,4.41698215211272,8.04631167491224,7.62345330185596,8.60758142913616,8.88006501367117,"I+Ig_none"
