"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"7","R","log10",7,0.36649643,5.54801398,52.0919618,1.07397402,0.01043128,2549.27031,7.95917024268446,7.86436438139292,4.44967149550985,7.18637356812904,7.56863518143919,8.16303463417006
