"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"2046","G","none",2046,0.35246182,5.92448391,22.6696565,1.98234179,0.04983782,550.021689,8.62047305136852,8.67365909174264,8.44794151619951,5.1595589561362,8.42403152458334,8.59085752090902
