"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"307",307,0.30152179,5.52032241,12.8710866,1.02411988,0.04062134,16056.2747,9.64683481076192,9.32689832819296,9.73244606784973,8.96138110917425,9.55822444198043,9.60496153892935,"G_log-I+Ig_log"
