"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"32","R","log10",32,0.30085477,4.01813643,8.68581631,0.81750839,0.06272644,188.377901,8.13615382693836,3.57961315853829,7.69765906780459,8.26540251103401,5.89699540360171,8.23988974647717
