"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"1379","I","none",1379,0.20446717,4.65169655,15.6946058,1.97477613,0.12245244,1125.83713,8.45268236737195,6.50323670770287,8.50748454379425,5.17642841814804,7.43864316945963,8.48497090954407
