"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"3953","Ig","log10",3953,0.23198939,4.5506409,25.6631538,2.26428802,0.11877898,9142.29209,9.60517674208784,3.34865141046937,9.3636842129952,5.1660487155206,8.45116093011457,9.59669172343703
