"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"871",871,0.29710355,5.58145699,9.43905103,0.96857281,0.02582423,38987.4467,9.6811978898676,9.34571295270993,9.84136364624741,9.18444503585813,9.78337122106178,9.64260772402309,"G_log-I_log"
