"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"715",715,0.40362382,5.53866304,27.3192457,1.01349882,0.01975163,230.650773,9.48908960120482,9.4106042303988,8.02335541094348,9.13816827225848,9.36688600158438,9.80256756376786,"R_log-I+Ig_log"
