"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"794",794,0.26675962,4.09078184,4.23459209,0.81796907,0.10672285,1406.98365,9.77580232908356,3.12620310778003,8.19538510008172,9.84857056342407,6.17473791799454,9.76031139934293,"R_log-I+Ig_log"
