"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"261",261,0.25036514,3.86853102,27.8618772,0.81394226,0.01816969,5903.0178,8.20466295102009,2.8350309232114,6.6110738609132,8.33407300056732,7.80068910909636,8.22236262257682,"R_none"
