"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"1","R","log10",1,0.2627156,5.721,16.69234,0.8431785,0.03520591,550.842,8.18378452252162,8.18378452252162,8.18378452252162,8.18378452252162,8.18378452252162,8.18378452252162
