"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"618","R","I+Ig","none","log10",618,0.43268495,6.25813238,20.0089748,1.95727822,0.04835419,531.479226,5.57735069686122,5.72708909187318,7.09545008541069,5.03891980659896,5.87381316800289,9.78223256105583
