"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"4","R","log10",4,0.44323661,4.7838122,55.547286,0.49445235,0.00631038,1011.64185,7.74582654427579,6.26541446104463,4.2953585486565,7.22978461191728,7.47155938980414,8.17178818757035
