"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"193",193,0.29243229,5.20046507,38.5490686,1.15783672,0.03057412,134.599199,9.64982290302074,8.39577329771951,8.98476833512173,8.46198446474724,9.69682216830821,9.71351437979201,"I+Ig_log-I_log"
