"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"814","R","I","none","log10",814,0.31697281,4.76433379,6.33794308,0.5127228,0.03125987,778.844067,8.03145821093122,7.73045689857644,9.21955745588777,8.02116362095909,8.28112392683092,9.77649555558606
