"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"953",953,0.21541538,4.75619779,16.5457033,1.98199073,0.08429053,305.432243,9.52343138870197,6.45315395290531,9.77834390256405,5.92831803710113,6.82720915923662,9.79047128391026,"R_log-I+Ig_log"
