"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"670",670,0.32854323,4.60958644,26.6869181,0.43947882,0.0123503,116.113863,9.66594636164847,3.85388100227529,9.03781835325672,10.6733311630388,9.62767923177439,9.74784403174947,"R_log-Ig_log"
