"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"536",536,0.30337195,4.01675535,6.06614663,0.74477561,0.13087419,1018.12537,8.58559812901889,2.98718280393118,8.22332683712034,8.70765469403235,6.93767863651095,8.56232732085673,"Ig_none"
