"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"5",5,0.136123,4.60260258,54.1518138,2.12705195,0.0420811,2168.60582,9.58539633622795,1.8867670843993,8.28636447697128,5.65200648135977,9.56534786672296,9.64848163678936,"G_log-I_log"
